height [mm],rad [mm],Freq [GHz],"dB(S(1,1)) []"
13.2,14.2,3.82,-2.610452779
13.2,14.2,3.83,-2.600305077
13.2,14.2,3.84,-2.591740339
13.2,14.2,3.85,-2.584688748
13.2,14.2,3.86,-2.579083838
13.2,14.2,3.87,-2.574862237
13.2,14.2,3.88,-2.571963436
13.2,14.2,3.89,-2.570329577
13.2,14.2,3.9,-2.569905266
13.2,14.2,3.91,-2.570637411
13.2,14.2,3.92,-2.572475076
13.2,14.2,3.93,-2.57536936
13.2,14.2,3.94,-2.579273303
13.2,14.2,3.95,-2.584141804
13.2,14.2,3.96,-2.589931578
13.2,14.2,3.97,-2.596601127
13.2,14.2,3.98,-2.604110741
13.2,14.2,3.99,-2.612422532
13.2,14.2,4,-2.621500489
13.2,14.2,4.01,-2.631310574
13.2,14.2,4.02,-2.641820851
13.2,14.2,4.03,-2.653001646
13.2,14.2,4.04,-2.664825754
13.2,14.2,4.05,-2.677268684
13.2,14.2,4.06,-2.69030895
13.2,14.2,4.07,-2.703928405
13.2,14.2,4.08,-2.718112631
13.2,14.2,4.09,-2.732851367
13.2,14.2,4.1,-2.748138995
13.2,14.2,4.11,-2.76397507
13.2,14.2,4.12,-2.780364893
13.2,14.2,4.13,-2.797320131
13.2,14.2,4.14,-2.814859452
13.2,14.2,4.15,-2.833009201
13.2,14.2,4.16,-2.851804059
13.2,14.2,4.17,-2.871287697
13.2,14.2,4.18,-2.891513387
13.2,14.2,4.19,-2.912544533
13.2,14.2,4.2,-2.9344551
13.2,14.2,4.21,-2.95732988
13.2,14.2,4.22,-2.981264564
13.2,14.2,4.23,-3.006365556
13.2,14.2,4.24,-3.032749486
13.2,14.2,4.25,-3.060542363
13.2,14.2,4.26,-3.089878325
13.2,14.2,4.27,-3.120897956
13.2,14.2,4.28,-3.153746148
13.2,14.2,4.29,-3.188569507
13.2,14.2,4.3,-3.225513349
13.2,14.2,4.31,-3.264718344
13.2,14.2,4.32,-3.306316905
13.2,14.2,4.33,-3.350429473
13.2,14.2,4.34,-3.397160859
13.2,14.2,4.35,-3.446596842
13.2,14.2,4.36,-3.498801228
13.2,14.2,4.37,-3.553813577
13.2,14.2,4.38,-3.611647779
13.2,14.2,4.39,-3.672291631
13.2,14.2,4.4,-3.735707493
13.2,14.2,4.41,-3.801834069
13.2,14.2,4.42,-3.870589242
13.2,14.2,4.43,-3.941873878
13.2,14.2,4.44,-4.015576396
13.2,14.2,4.45,-4.091577913
13.2,14.2,4.46,-4.1697577
13.2,14.2,4.47,-4.249998707
13.2,14.2,4.48,-4.332192928
13.2,14.2,4.49,-4.416246402
13.2,14.2,4.5,-4.502083683
13.2,14.2,4.51,-4.589651685
13.2,14.2,4.52,-4.678922827
13.2,14.2,4.53,-4.769897488
13.2,14.2,4.54,-4.862605776
13.2,14.2,4.55,-4.957108694
13.2,14.2,4.56,-5.053498775
13.2,14.2,4.57,-5.151900287
13.2,14.2,4.58,-5.2524691
13.2,14.2,4.59,-5.355392326
13.2,14.2,4.6,-5.460887817
13.2,14.2,4.61,-5.569203609
13.2,14.2,4.62,-5.680617375
13.2,14.2,4.63,-5.795435964
13.2,14.2,4.64,-5.913995053
13.2,14.2,4.65,-6.036658973
13.2,14.2,4.66,-6.163820718
13.2,14.2,4.67,-6.295902173
13.2,14.2,4.68,-6.433354562
13.2,14.2,4.69,-6.576659128
13.2,14.2,4.7,-6.726328043
13.2,14.2,4.71,-6.88290553
13.2,14.2,4.72,-7.046969181
13.2,14.2,4.73,-7.219131432
13.2,14.2,4.74,-7.400041127
13.2,14.2,4.75,-7.590385083
13.2,14.2,4.76,-7.790889514
13.2,14.2,4.77,-8.002321094
13.2,14.2,4.78,-8.225487349
13.2,14.2,4.79,-8.46123591
13.2,14.2,4.8,-8.710451926
13.2,14.2,4.81,-8.974052635
13.2,14.2,4.82,-9.252977584
13.2,14.2,4.83,-9.548172314
13.2,14.2,4.84,-9.860562276
13.2,14.2,4.85,-10.19101229
13.2,14.2,4.86,-10.54026468
13.2,14.2,4.87,-10.90884614
13.2,14.2,4.88,-11.29692932
13.2,14.2,4.89,-11.70412939
13.2,14.2,4.9,-12.12920944
13.2,14.2,4.91,-12.56966234
13.2,14.2,4.92,-13.02113502
13.2,14.2,4.93,-13.47667352
13.2,14.2,4.94,-13.92581241
13.2,14.2,4.95,-14.3536394
13.2,14.2,4.96,-14.74016493
13.2,14.2,4.97,-15.06059692
13.2,14.2,4.98,-15.28730382
13.2,14.2,4.99,-15.39397443
13.2,14.2,5,-15.36140285
13.4,14.2,1,-0.4778033045
13.4,14.2,1.01,-0.4738878555
13.4,14.2,1.02,-0.4700333833
13.4,14.2,1.03,-0.4662405961
13.4,14.2,1.04,-0.4625101825
13.4,14.2,1.05,-0.4588428128
13.4,14.2,1.06,-0.4552391395
13.4,14.2,1.07,-0.4516997985
13.4,14.2,1.08,-0.4482254103
13.4,14.2,1.09,-0.4448165803
13.4,14.2,1.1,-0.4414739
13.4,14.2,1.11,-0.4381979478
13.4,14.2,1.12,-0.4349892898
13.4,14.2,1.13,-0.4318484805
13.4,14.2,1.14,-0.4287760638
13.4,14.2,1.15,-0.4257725733
13.4,14.2,1.16,-0.4228385334
13.4,14.2,1.17,-0.4199744599
13.4,14.2,1.18,-0.4171808607
13.4,14.2,1.19,-0.4144582361
13.4,14.2,1.2,-0.41180708
13.4,14.2,1.21,-0.4092278799
13.4,14.2,1.22,-0.4067211179
13.4,14.2,1.23,-0.4042872711
13.4,14.2,1.24,-0.4019268122
13.4,14.2,1.25,-0.3996402099
13.4,14.2,1.26,-0.3974279294
13.4,14.2,1.27,-0.3952904331
13.4,14.2,1.28,-0.3932281806
13.4,14.2,1.29,-0.3912416296
13.4,14.2,1.3,-0.3893312361
13.4,14.2,1.31,-0.3874974548
13.4,14.2,1.32,-0.3857407395
13.4,14.2,1.33,-0.3840615433
13.4,14.2,1.34,-0.3824603193
13.4,14.2,1.35,-0.3809375206
13.4,14.2,1.36,-0.3794936006
13.4,14.2,1.37,-0.3781290134
13.4,14.2,1.38,-0.3768442141
13.4,14.2,1.39,-0.375639659
13.4,14.2,1.4,-0.3745158056
13.4,14.2,1.41,-0.3734731131
13.4,14.2,1.42,-0.3725120423
13.4,14.2,1.43,-0.3716330561
13.4,14.2,1.44,-0.3708366191
13.4,14.2,1.45,-0.3701231983
13.4,14.2,1.46,-0.3694932627
13.4,14.2,1.47,-0.3689472836
13.4,14.2,1.48,-0.3684857343
13.4,14.2,1.49,-0.3681090905
13.4,14.2,1.5,-0.3678178299
13.4,14.2,1.51,-0.3676124325
13.4,14.2,1.52,-0.3674933797
13.4,14.2,1.53,-0.3674611551
13.4,14.2,1.54,-0.3675162434
13.4,14.2,1.55,-0.3676591307
13.4,14.2,1.56,-0.3678903038
13.4,14.2,1.57,-0.36821025
13.4,14.2,1.58,-0.3686194566
13.4,14.2,1.59,-0.3691184103
13.4,14.2,1.6,-0.3697075965
13.4,14.2,1.61,-0.3703874987
13.4,14.2,1.62,-0.3711585978
13.4,14.2,1.63,-0.3720213706
13.4,14.2,1.64,-0.3729762897
13.4,14.2,1.65,-0.3740238215
13.4,14.2,1.66,-0.3751644251
13.4,14.2,1.67,-0.3763985512
13.4,14.2,1.68,-0.3777266399
13.4,14.2,1.69,-0.3791491193
13.4,14.2,1.7,-0.380666403
13.4,14.2,1.71,-0.3822788883
13.4,14.2,1.72,-0.3839869532
13.4,14.2,1.73,-0.385790954
13.4,14.2,1.74,-0.3876912217
13.4,14.2,1.75,-0.3896880587
13.4,14.2,1.76,-0.3917817351
13.4,14.2,1.77,-0.3939724838
13.4,14.2,1.78,-0.3962604965
13.4,14.2,1.79,-0.3986459175
13.4,14.2,1.8,-0.4011288384
13.4,14.2,1.81,-0.4037092912
13.4,14.2,1.82,-0.4063872413
13.4,14.2,1.83,-0.4091625789
13.4,14.2,1.84,-0.4120351103
13.4,14.2,1.85,-0.415004548
13.4,14.2,1.86,-0.4180704992
13.4,14.2,1.87,-0.4212324539
13.4,14.2,1.88,-0.4244897706
13.4,14.2,1.89,-0.4278416616
13.4,14.2,1.9,-0.4312871755
13.4,14.2,1.91,-0.4348251787
13.4,14.2,1.92,-0.4384543339
13.4,14.2,1.93,-0.4421730771
13.4,14.2,1.94,-0.4459795912
13.4,14.2,1.95,-0.4498717769
13.4,14.2,1.96,-0.4538472205
13.4,14.2,1.97,-0.4579031574
13.4,14.2,1.98,-0.4620364319
13.4,14.2,1.99,-0.466243452
13.4,14.2,2,-0.4705201395
13.4,14.2,2.01,-0.4748618733
13.4,14.2,2.02,-0.4792634272
13.4,14.2,2.03,-0.4837188995
13.4,14.2,2.04,-0.4882216348
13.4,14.2,2.05,-0.4927641367
13.4,14.2,2.06,-0.4973379701
13.4,14.2,2.07,-0.5019336523
13.4,14.2,2.08,-0.5065405312
13.4,14.2,2.09,-0.5111466494
13.4,14.2,2.1,-0.5157385935
13.4,14.2,2.11,-0.5203013255
13.4,14.2,2.12,-0.5248179959
13.4,14.2,2.13,-0.5292697362
13.4,14.2,2.14,-0.5336354301
13.4,14.2,2.15,-0.5378914606
13.4,14.2,2.16,-0.5420114328
13.4,14.2,2.17,-0.5459658716
13.4,14.2,2.18,-0.5497218943
13.4,14.2,2.19,-0.5532428584
13.4,14.2,2.2,-0.5564879891
13.4,14.2,2.21,-0.5594119904
13.4,14.2,2.22,-0.5619646482
13.4,14.2,2.23,-0.5640904387
13.4,14.2,2.24,-0.5657281616
13.4,14.2,2.25,-0.5668106238
13.4,14.2,2.26,-0.5672644135
13.4,14.2,2.27,-0.5670098154
13.4,14.2,2.28,-0.5659609394
13.4,14.2,2.29,-0.5640261554
13.4,14.2,2.3,-0.5611089578
13.4,14.2,2.31,-0.557109416
13.4,14.2,2.32,-0.5519264092
13.4,14.2,2.33,-0.5454608844
13.4,14.2,2.34,-0.5376204204
13.4,14.2,2.35,-0.528325414
13.4,14.2,2.36,-0.5175172164
13.4,14.2,2.37,-0.5051685174
13.4,14.2,2.38,-0.4912961787
13.4,14.2,2.39,-0.475976511
13.4,14.2,2.4,-0.459362645
13.4,14.2,2.41,-0.4417031212
13.4,14.2,2.42,-0.4233601134
13.4,14.2,2.43,-0.4048248554
13.4,14.2,2.44,-0.386726978
13.4,14.2,2.45,-0.3698338435
13.4,14.2,2.46,-0.3550359229
13.4,14.2,2.47,-0.3433151868
13.4,14.2,2.48,-0.33569564
13.4,14.2,2.49,-0.3331784506
13.4,14.2,2.5,-0.3366680462
13.4,14.2,2.51,-0.3468989786
13.4,14.2,2.52,-0.3643750116
13.4,14.2,2.53,-0.3893308095
13.4,14.2,2.54,-0.421722722
13.4,14.2,2.55,-0.4612494799
13.4,14.2,2.56,-0.5073978772
13.4,14.2,2.57,-0.5595044084
13.4,14.2,2.58,-0.616822346
13.4,14.2,2.59,-0.6785848107
13.4,14.2,2.6,-0.7440571669
13.4,14.2,2.61,-0.8125754249
13.4,14.2,2.62,-0.8835702943
13.4,14.2,2.63,-0.9565785997
13.4,14.2,2.64,-1.031244833
13.4,14.2,2.65,-1.107315857
13.4,14.2,2.66,-1.184631493
13.4,14.2,2.67,-1.263113165
13.4,14.2,2.68,-1.342752175
13.4,14.2,2.69,-1.423598626
13.4,14.2,2.7,-1.505751572
13.4,14.2,2.71,-1.589350662
13.4,14.2,2.72,-1.674569335
13.4,14.2,2.73,-1.761609474
13.4,14.2,2.74,-1.850697407
13.4,14.2,2.75,-1.942081064
13.4,14.2,2.76,-2.03602814
13.4,14.2,2.77,-2.1328251
13.4,14.2,2.78,-2.232776905
13.4,14.2,2.79,-2.336207346
13.4,14.2,2.8,-2.443459889
13.4,14.2,2.81,-2.554898993
13.4,14.2,2.82,-2.670911823
13.4,14.2,2.83,-2.791910356
13.4,14.2,2.84,-2.918333852
13.4,14.2,2.85,-3.050651699
13.4,14.2,2.86,-3.189366639
13.4,14.2,2.87,-3.335018401
13.4,14.2,2.88,-3.488187795
13.4,14.2,2.89,-3.649501287
13.4,14.2,2.9,-3.819636159
13.4,14.2,2.91,-3.999326308
13.4,14.2,2.92,-4.189368797
13.4,14.2,2.93,-4.390631282
13.4,14.2,2.94,-4.604060464
13.4,14.2,2.95,-4.830691754
13.4,14.2,2.96,-5.07166036
13.4,14.2,2.97,-5.328214076
13.4,14.2,2.98,-5.601728073
13.4,14.2,2.99,-5.893722079
13.4,14.2,3,-6.205880352
13.4,14.2,3.01,-6.540074931
13.4,14.2,3.02,-6.898392633
13.4,14.2,3.03,-7.283166182
13.4,14.2,3.04,-7.697009663
13.4,14.2,3.05,-8.142857844
13.4,14.2,3.06,-8.624007727
13.4,14.2,3.07,-9.144158105
13.4,14.2,3.08,-9.707437804
13.4,14.2,3.09,-10.31840321
13.4,14.2,3.1,-10.98196568
13.4,14.2,3.11,-11.70317001
13.4,14.2,3.12,-12.48666683
13.4,14.2,3.13,-13.33556986
13.4,14.2,3.14,-14.24910307
13.4,14.2,3.15,-15.21796482
13.4,14.2,3.16,-16.21578007
13.4,14.2,3.17,-17.18539582
13.4,14.2,3.18,-18.02374912
13.4,14.2,3.19,-18.58419972
13.4,14.2,3.2,-18.72853401
13.4,14.2,3.21,-18.41728118
13.4,14.2,3.22,-17.74173992
13.4,14.2,3.23,-16.85393351
13.4,14.2,3.24,-15.88482232
13.4,14.2,3.25,-14.91657782
13.4,14.2,3.26,-13.99132673
13.4,14.2,3.27,-13.12683529
13.4,14.2,3.28,-12.32801749
13.4,14.2,3.29,-11.59360264
13.4,14.2,3.3,-10.91963317
13.4,14.2,3.31,-10.30120558
13.4,14.2,3.32,-9.733300054
13.4,14.2,3.33,-9.211151548
13.4,14.2,3.34,-8.730394675
13.4,14.2,3.35,-8.287099794
13.4,14.2,3.36,-7.877759074
13.4,14.2,3.37,-7.499251784
13.4,14.2,3.38,-7.14880309
13.4,14.2,3.39,-6.82394308
13.4,14.2,3.4,-6.522468948
13.4,14.2,3.41,-6.242411339
13.4,14.2,3.42,-5.982005003
13.4,14.2,3.43,-5.73966344
13.4,14.2,3.44,-5.513957116
13.4,14.2,3.45,-5.303594753
13.4,14.2,3.46,-5.107407255
13.4,14.2,3.47,-4.924333867
13.4,14.2,3.48,-4.753410214
13.4,14.2,3.49,-4.593757933
13.4,14.2,3.5,-4.444575643
13.4,14.2,3.51,-4.305131064
13.4,14.2,3.52,-4.174754088
13.4,14.2,3.53,-4.052830691
13.4,14.2,3.54,-3.938797537
13.4,14.2,3.55,-3.832137204
13.4,14.2,3.56,-3.732373924
13.4,14.2,3.57,-3.639069786
13.4,14.2,3.58,-3.551821337
13.4,14.2,3.59,-3.470256528
13.4,14.2,3.6,-3.394031964
13.4,14.2,3.61,-3.322830433
13.4,14.2,3.62,-3.256358663
13.4,14.2,3.63,-3.194345291
13.4,14.2,3.64,-3.136539033
13.4,14.2,3.65,-3.082707002
13.4,14.2,3.66,-3.032633191
13.4,14.2,3.67,-2.986117085
13.4,14.2,3.68,-2.942972393
13.4,14.2,3.69,-2.903025885
13.4,14.2,3.7,-2.866116335
13.4,14.2,3.71,-2.832093541
13.4,14.2,3.72,-2.800817431
13.4,14.2,3.73,-2.772157236
13.4,14.2,3.74,-2.745990732
13.4,14.2,3.75,-2.722203536
13.4,14.2,3.76,-2.700688453
13.4,14.2,3.77,-2.681344879
13.4,14.2,3.78,-2.664078236
13.4,14.2,3.79,-2.648799456
13.4,14.2,3.8,-2.635424496
13.4,14.2,3.81,-2.623873886
13.4,14.2,3.82,-2.614072311
13.4,14.2,3.83,-2.605948213
13.4,14.2,3.84,-2.59943343
13.4,14.2,3.85,-2.59446285
13.4,14.2,3.86,-2.590974092
13.4,14.2,3.87,-2.588907217
13.4,14.2,3.88,-2.588204445
13.4,14.2,3.89,-2.588809912
13.4,14.2,3.9,-2.59066944
13.4,14.2,3.91,-2.593730336
13.4,14.2,3.92,-2.597941214
13.4,14.2,3.93,-2.603251849
13.4,14.2,3.94,-2.609613061
13.4,14.2,3.95,-2.61697663
13.4,14.2,3.96,-2.625295258
13.4,14.2,3.97,-2.634522571
13.4,14.2,3.98,-2.644613169
13.4,14.2,3.99,-2.655522736
13.4,14.2,4,-2.667208211
13.4,14.2,4.01,-2.679628032
13.4,14.2,4.02,-2.692742456
13.4,14.2,4.03,-2.706513965
13.4,14.2,4.04,-2.720907772
13.4,14.2,4.05,-2.735892413
13.4,14.2,4.06,-2.751440455
13.4,14.2,4.07,-2.767529302
13.4,14.2,4.08,-2.784142106
13.4,14.2,4.09,-2.801268774
13.4,14.2,4.1,-2.818907053
13.4,14.2,4.11,-2.837063677
13.4,14.2,4.12,-2.855755542
13.4,14.2,4.13,-2.87501087
13.4,14.2,4.14,-2.894870307
13.4,14.2,4.15,-2.91538789
13.4,14.2,4.16,-2.93663182
13.4,14.2,4.17,-2.958684944
13.4,14.2,4.18,-2.98164488
13.4,14.2,4.19,-3.005623687
13.4,14.2,4.2,-3.030747013
13.4,14.2,4.21,-3.057152664
13.4,14.2,4.22,-3.084988564
13.4,14.2,4.23,-3.114410103
13.4,14.2,4.24,-3.145576921
13.4,14.2,4.25,-3.178649226
13.4,14.2,4.26,-3.213783763
13.4,14.2,4.27,-3.25112962
13.4,14.2,4.28,-3.290824084
13.4,14.2,4.29,-3.332988745
13.4,14.2,4.3,-3.377726093
13.4,14.2,4.31,-3.425116783
13.4,14.2,4.32,-3.475217739
13.4,14.2,4.33,-3.5280612
13.4,14.2,4.34,-3.583654736
13.4,14.2,4.35,-3.641982234
13.4,14.2,4.36,-3.703005753
13.4,14.2,4.37,-3.76666812
13.4,14.2,4.38,-3.832896116
13.4,14.2,4.39,-3.901604044
13.4,14.2,4.4,-3.972697522
13.4,14.2,4.41,-4.046077306
13.4,14.2,4.42,-4.121643012
13.4,14.2,4.43,-4.199296606
13.4,14.2,4.44,-4.278945586
13.4,14.2,4.45,-4.360505803
13.4,14.2,4.46,-4.443903891
13.4,14.2,4.47,-4.529079322
13.4,14.2,4.48,-4.615986101
13.4,14.2,4.49,-4.704594136
13.4,14.2,4.5,-4.794890337
13.4,14.2,4.51,-4.886879491
13.4,14.2,4.52,-4.980584966
13.4,14.2,4.53,-5.076049298
13.4,14.2,4.54,-5.1733347
13.4,14.2,4.55,-5.272523558
13.4,14.2,4.56,-5.373718932
13.4,14.2,4.57,-5.47704512
13.4,14.2,4.58,-5.582648304
13.4,14.2,4.59,-5.690697318
13.4,14.2,4.6,-5.801384568
13.4,14.2,4.61,-5.914927129
13.4,14.2,4.62,-6.031568046
13.4,14.2,4.63,-6.151577885
13.4,14.2,4.64,-6.275256547
13.4,14.2,4.65,-6.402935387
13.4,14.2,4.66,-6.534979687
13.4,14.2,4.67,-6.671791514
13.4,14.2,4.68,-6.813813023
13.4,14.2,4.69,-6.961530258
13.4,14.2,4.7,-7.115477515
13.4,14.2,4.71,-7.276242352
13.4,14.2,4.72,-7.444471311
13.4,14.2,4.73,-7.620876462
13.4,14.2,4.74,-7.806242861
13.4,14.2,4.75,-8.001437021
13.4,14.2,4.76,-8.207416513
13.4,14.2,4.77,-8.425240776
13.4,14.2,4.78,-8.656083192
13.4,14.2,4.79,-8.901244417
13.4,14.2,4.8,-9.162166818
13.4,14.2,4.81,-9.440449634
13.4,14.2,4.82,-9.73786406
13.4,14.2,4.83,-10.05636676
13.4,14.2,4.84,-10.39810908
13.4,14.2,4.85,-10.76543707
13.4,14.2,4.86,-11.16087402
13.4,14.2,4.87,-11.58707086
13.4,14.2,4.88,-12.04669926
13.4,14.2,4.89,-12.54224434
13.4,14.2,4.9,-13.07562336
13.4,14.2,4.91,-13.64750691
13.4,14.2,4.92,-14.25614324
13.4,14.2,4.93,-14.89538777
13.4,14.2,4.94,-15.55157162
13.4,14.2,4.95,-16.1990019
13.4,14.2,4.96,-16.79478303
13.4,14.2,4.97,-17.27606562
13.4,14.2,4.98,-17.56642616
13.4,14.2,4.99,-17.59775464
13.4,14.2,5,-17.34127394
13.6,14.2,1,-0.4775132601
13.6,14.2,1.01,-0.4737008285
13.6,14.2,1.02,-0.4699439654
13.6,14.2,1.03,-0.4662435689
13.6,14.2,1.04,-0.4626005241
13.6,14.2,1.05,-0.4590157041
13.6,14.2,1.06,-0.4554899703
13.6,14.2,1.07,-0.4520241728
13.6,14.2,1.08,-0.4486191512
13.6,14.2,1.09,-0.4452757348
13.6,14.2,1.1,-0.4419947434
13.6,14.2,1.11,-0.4387769872
13.6,14.2,1.12,-0.4356232676
13.6,14.2,1.13,-0.4325343777
13.6,14.2,1.14,-0.4295111022
13.6,14.2,1.15,-0.4265542181
13.6,14.2,1.16,-0.4236644952
13.6,14.2,1.17,-0.4208426961
13.6,14.2,1.18,-0.4180895765
13.6,14.2,1.19,-0.4154058858
13.6,14.2,1.2,-0.4127923673
13.6,14.2,1.21,-0.4102497583
13.6,14.2,1.22,-0.4077787907
13.6,14.2,1.23,-0.4053801907
13.6,14.2,1.24,-0.4030546798
13.6,14.2,1.25,-0.4008029745
13.6,14.2,1.26,-0.3986257865
13.6,14.2,1.27,-0.3965238235
13.6,14.2,1.28,-0.3944977888
13.6,14.2,1.29,-0.3925483816
13.6,14.2,1.3,-0.3906762976
13.6,14.2,1.31,-0.3888822287
13.6,14.2,1.32,-0.3871668636
13.6,14.2,1.33,-0.3855308876
13.6,14.2,1.34,-0.3839749831
13.6,14.2,1.35,-0.3824998293
13.6,14.2,1.36,-0.381106103
13.6,14.2,1.37,-0.3797944781
13.6,14.2,1.38,-0.3785656261
13.6,14.2,1.39,-0.3774202162
13.6,14.2,1.4,-0.376358915
13.6,14.2,1.41,-0.3753823873
13.6,14.2,1.42,-0.3744912953
13.6,14.2,1.43,-0.3736862996
13.6,14.2,1.44,-0.3729680582
13.6,14.2,1.45,-0.3723372275
13.6,14.2,1.46,-0.3717944616
13.6,14.2,1.47,-0.3713404125
13.6,14.2,1.48,-0.3709757301
13.6,14.2,1.49,-0.3707010619
13.6,14.2,1.5,-0.3705170529
13.6,14.2,1.51,-0.3704243457
13.6,14.2,1.52,-0.3704235798
13.6,14.2,1.53,-0.3705153916
13.6,14.2,1.54,-0.370700414
13.6,14.2,1.55,-0.370979276
13.6,14.2,1.56,-0.371352602
13.6,14.2,1.57,-0.3718210116
13.6,14.2,1.58,-0.3723851185
13.6,14.2,1.59,-0.3730455299
13.6,14.2,1.6,-0.3738028459
13.6,14.2,1.61,-0.374657658
13.6,14.2,1.62,-0.3756105479
13.6,14.2,1.63,-0.3766620868
13.6,14.2,1.64,-0.377812833
13.6,14.2,1.65,-0.3790633308
13.6,14.2,1.66,-0.3804141085
13.6,14.2,1.67,-0.3818656756
13.6,14.2,1.68,-0.3834185211
13.6,14.2,1.69,-0.38507311
13.6,14.2,1.7,-0.3868298806
13.6,14.2,1.71,-0.3886892405
13.6,14.2,1.72,-0.390651563
13.6,14.2,1.73,-0.3927171823
13.6,14.2,1.74,-0.3948863884
13.6,14.2,1.75,-0.3971594217
13.6,14.2,1.76,-0.3995364661
13.6,14.2,1.77,-0.4020176423
13.6,14.2,1.78,-0.4046029995
13.6,14.2,1.79,-0.4072925064
13.6,14.2,1.8,-0.4100860409
13.6,14.2,1.81,-0.4129833791
13.6,14.2,1.82,-0.4159841821
13.6,14.2,1.83,-0.4190879821
13.6,14.2,1.84,-0.4222941657
13.6,14.2,1.85,-0.4256019565
13.6,14.2,1.86,-0.4290103943
13.6,14.2,1.87,-0.4325183125
13.6,14.2,1.88,-0.4361243124
13.6,14.2,1.89,-0.4398267343
13.6,14.2,1.9,-0.443623625
13.6,14.2,1.91,-0.4475127013
13.6,14.2,1.92,-0.4514913087
13.6,14.2,1.93,-0.4555563751
13.6,14.2,1.94,-0.4597043581
13.6,14.2,1.95,-0.4639311864
13.6,14.2,1.96,-0.4682321924
13.6,14.2,1.97,-0.4726020374
13.6,14.2,1.98,-0.4770346262
13.6,14.2,1.99,-0.4815230107
13.6,14.2,2,-0.486059281
13.6,14.2,2.01,-0.4906344425
13.6,14.2,2.02,-0.4952382763
13.6,14.2,2.03,-0.4998591815
13.6,14.2,2.04,-0.5044839973
13.6,14.2,2.05,-0.5090978011
13.6,14.2,2.06,-0.5136836811
13.6,14.2,2.07,-0.5182224794
13.6,14.2,2.08,-0.5226925032
13.6,14.2,2.09,-0.527069199
13.6,14.2,2.1,-0.5313247892
13.6,14.2,2.11,-0.535427865
13.6,14.2,2.12,-0.539342935
13.6,14.2,2.13,-0.5430299281
13.6,14.2,2.14,-0.5464436485
13.6,14.2,2.15,-0.5495331894
13.6,14.2,2.16,-0.5522413098
13.6,14.2,2.17,-0.5545037886
13.6,14.2,2.18,-0.5562487793
13.6,14.2,2.19,-0.5573962001
13.6,14.2,2.2,-0.5578572128
13.6,14.2,2.21,-0.5575338701
13.6,14.2,2.22,-0.5563190436
13.6,14.2,2.23,-0.5540967915
13.6,14.2,2.24,-0.5507433819
13.6,14.2,2.25,-0.5461292672
13.6,14.2,2.26,-0.5401223884
13.6,14.2,2.27,-0.5325932973
13.6,14.2,2.28,-0.5234226852
13.6,14.2,2.29,-0.5125119921
13.6,14.2,2.3,-0.4997977995
13.6,14.2,2.31,-0.485270612
13.6,14.2,2.32,-0.4689983261
13.6,14.2,2.33,-0.4511540414
13.6,14.2,2.34,-0.4320467808
13.6,14.2,2.35,-0.4121520711
13.6,14.2,2.36,-0.3921372872
13.6,14.2,2.37,-0.3728745432
13.6,14.2,2.38,-0.355432489
13.6,14.2,2.39,-0.3410387657
13.6,14.2,2.4,-0.3310082697
13.6,14.2,2.41,-0.3266392837
13.6,14.2,2.42,-0.329088962
13.6,14.2,2.43,-0.339248702
13.6,14.2,2.44,-0.3576445317
13.6,14.2,2.45,-0.3843846066
13.6,14.2,2.46,-0.419165168
13.6,14.2,2.47,-0.4613315776
13.6,14.2,2.48,-0.5099780651
13.6,14.2,2.49,-0.5640632356
13.6,14.2,2.5,-0.6225194298
13.6,14.2,2.51,-0.6843406201
13.6,14.2,2.52,-0.748642013
13.6,14.2,2.53,-0.8146918213
13.6,14.2,2.54,-0.8819202175
13.6,14.2,2.55,-0.9499122443
13.6,14.2,2.56,-1.018391209
13.6,14.2,2.57,-1.087197794
13.6,14.2,2.58,-1.156268539
13.6,14.2,2.59,-1.225615887
13.6,14.2,2.6,-1.295310923
13.6,14.2,2.61,-1.36546917
13.6,14.2,2.62,-1.436239344
13.6,14.2,2.63,-1.507794784
13.6,14.2,2.64,-1.580327124
13.6,14.2,2.65,-1.654041821
13.6,14.2,2.66,-1.729155147
13.6,14.2,2.67,-1.805892337
13.6,14.2,2.68,-1.884486621
13.6,14.2,2.69,-1.965178948
13.6,14.2,2.7,-2.048218226
13.6,14.2,2.71,-2.133861978
13.6,14.2,2.72,-2.222377316
13.6,14.2,2.73,-2.314042172
13.6,14.2,2.74,-2.409146753
13.6,14.2,2.75,-2.507995191
13.6,14.2,2.76,-2.61090738
13.6,14.2,2.77,-2.71822099
13.6,14.2,2.78,-2.830293681
13.6,14.2,2.79,-2.947505511
13.6,14.2,2.8,-3.070261588
13.6,14.2,2.81,-3.198994965
13.6,14.2,2.82,-3.334169842
13.6,14.2,2.83,-3.476285101
13.6,14.2,2.84,-3.62587824
13.6,14.2,2.85,-3.783529768
13.6,14.2,2.86,-3.949868144
13.6,14.2,2.87,-4.125575358
13.6,14.2,2.88,-4.311393265
13.6,14.2,2.89,-4.508130836
13.6,14.2,2.9,-4.716672487
13.6,14.2,2.91,-4.937987723
13.6,14.2,2.92,-5.17314236
13.6,14.2,2.93,-5.423311698
13.6,14.2,2.94,-5.689796052
13.6,14.2,2.95,-5.974039211
13.6,14.2,2.96,-6.277650527
13.6,14.2,2.97,-6.602431508
13.6,14.2,2.98,-6.950408052
13.6,14.2,2.99,-7.323869759
13.6,14.2,3,-7.725418116
