"height [mm]","rad [mm]","w1 [mm]","w2 [mm]","Freq [GHz]","dB(S(1,1)) []"
13.4,13.6,2.5,3,3.1,-6.89726345775055
13.4,13.6,2.5,3,3.11,-7.29871843740539
13.4,13.6,2.5,3,3.12,-7.73444178188802
13.4,13.6,2.5,3,3.13,-8.20878222225535
13.4,13.6,2.5,3,3.14,-8.7269374769351
13.4,13.6,2.5,3,3.15,-9.29520528579045
13.4,13.6,2.5,3,3.16,-9.92133703936067
13.4,13.6,2.5,3,3.17,-10.6150486515254
13.4,13.6,2.5,3,3.18,-11.3887804497595
13.4,13.6,2.5,3,3.19,-12.2588668954102
13.4,13.6,2.5,3,3.2,-13.2474124846561
13.4,13.6,2.5,3,3.21,-14.3854541669029
13.4,13.6,2.5,3,3.22,-15.7186350068341
13.4,13.6,2.5,3,3.23,-17.3182301780227
13.4,13.6,2.5,3,3.24,-19.3049866271439
13.4,13.6,2.5,3,3.25,-21.9090321007275
13.4,13.6,2.5,3,3.26,-25.6594109730741
13.4,13.6,2.5,3,3.27,-32.2766197697501
13.4,13.6,2.5,3,3.28,-40.5711531635581
13.4,13.6,2.5,3,3.29,-29.1884877694038
13.4,13.6,2.5,3,3.3,-24.0564766381778
13.4,13.6,2.5,3,3.31,-20.8473938229662
13.4,13.6,2.5,3,3.32,-18.5234325750521
13.4,13.6,2.5,3,3.33,-16.7098656183496
13.4,13.6,2.5,3,3.34,-15.2296153661158
13.4,13.6,2.5,3,3.35,-13.9849835338894
13.4,13.6,2.5,3,3.36,-12.9163124544303
13.4,13.6,2.5,3,3.37,-11.9844509618747
13.4,13.6,2.5,3,3.38,-11.1622763274428
13.4,13.6,2.5,3,3.39,-10.4301860493535
13.4,13.6,2.5,3,3.4,-9.77352066162669
13.4,13.6,2.5,3,3.41,-9.18100397565051
13.4,13.6,2.5,3,3.42,-8.64375451432523
13.4,13.6,2.5,3,3.43,-8.15463461341554
13.4,13.6,2.5,3,3.44,-7.70780787855101
13.4,13.6,2.5,3,3.45,-7.29842993365729
13.4,13.6,2.5,3,3.46,-6.92242710832294
13.4,13.6,2.5,3,3.47,-6.57633470618423
13.4,13.6,2.5,3,3.48,-6.25717658768807
13.4,13.6,2.5,3,3.49,-5.96237399145273
13.4,13.6,2.5,3,3.5,-5.68967542691636
13.4,13.6,2.5,3,3.51,-5.43710200185775
13.4,13.6,2.5,3,3.52,-5.20290422457499
13.4,13.6,2.5,3,3.53,-4.98552745318608
13.4,13.6,2.5,3,3.54,-4.78358394380141
13.4,13.6,2.5,3,3.55,-4.59582999419329
13.4,13.6,2.5,3,3.56,-4.42114706613778
13.4,13.6,2.5,3,3.57,-4.25852604745855
13.4,13.6,2.5,3,3.58,-4.10705401692167
13.4,13.6,2.5,3,3.59,-3.96590302376782
13.4,13.6,2.5,3,3.6,-3.83432050407809
13.4,13.6,2.5,3,3.61,-3.71162103895088
13.4,13.6,2.5,3,3.62,-3.59717922208008
13.4,13.6,2.5,3,3.63,-3.49042345207579
13.4,13.6,2.5,3,3.64,-3.39083050157884
13.4,13.6,2.5,3,3.65,-3.29792074365893
13.4,13.6,2.5,3,3.66,-3.21125393818495
13.4,13.6,2.5,3,3.67,-3.13042549831292
13.4,13.6,2.5,3,3.68,-3.05506317106605
13.4,13.6,2.5,3,3.69,-2.98482407701756
13.4,13.6,2.5,3,3.7,-2.91939206295755
13.4,13.6,2.5,3,3.71,-2.8584753286076
13.4,13.6,2.5,3,3.72,-2.80180429430387
13.4,13.6,2.5,3,3.73,-2.74912968137912
13.4,13.6,2.5,3,3.74,-2.70022078095172
13.4,13.6,2.5,3,3.75,-2.65486389014103
13.4,13.6,2.5,3,3.76,-2.61286089750344
13.4,13.6,2.5,3,3.77,-2.57402800182353
13.4,13.6,2.5,3,3.78,-2.53819455038002
13.4,13.6,2.5,3,3.79,-2.50520198449994
13.4,13.6,2.5,3,3.8,-2.47490288166764
13.4,13.6,2.5,3,3.81,-2.44716008470797
13.4,13.6,2.5,3,3.82,-2.42184590964792
13.4,13.6,2.5,3,3.83,-2.39884142480563
13.4,13.6,2.5,3,3.84,-2.3780357944797
13.4,13.6,2.5,3,3.85,-2.3593256813355
13.4,13.6,2.5,3,3.86,-2.34261470222091
13.4,13.6,2.5,3,3.87,-2.32781293270543
13.4,13.6,2.5,3,3.88,-2.31483645613367
13.4,13.6,2.5,3,3.89,-2.30360695342483
13.4,13.6,2.5,3,3.9,-2.29405133024207
13.4,13.6,2.5,3,3.91,-2.28610137850486
13.4,13.6,2.5,3,3.92,-2.27969346952952
13.4,13.6,2.5,3,3.93,-2.27476827636186
13.4,13.6,2.5,3,3.94,-2.27127052311509
13.4,13.6,2.5,3,3.95,-2.26914875935006
13.4,13.6,2.5,3,3.96,-2.26835515773471
13.4,13.6,2.5,3,3.97,-2.26884533339862
13.4,13.6,2.5,3,3.98,-2.270578183559
13.4,13.6,2.5,3,3.99,-2.27351574613727
13.4,13.6,2.5,3,4,-2.27762307621198
13.4,13.6,2.5,3,4.01,-2.28286813926682
13.4,13.6,2.5,3,4.02,-2.28922172028993
13.4,13.6,2.5,3,4.03,-2.29665734786708
13.4,13.6,2.5,3,4.04,-2.30515123248299
13.4,13.6,2.5,3,4.05,-2.31468221830651
13.4,13.6,2.5,3,4.06,-2.32523174778277
13.4,13.6,2.5,3,4.07,-2.33678383839232
13.4,13.6,2.5,3,4.08,-2.34932507096066
13.4,13.6,2.5,3,4.09,-2.36284458891305
13.4,13.6,2.5,3,4.1,-2.37733410786712
13.4,13.6,2.5,3,4.11,-2.39278793494034
13.4,13.6,2.5,3,4.12,-2.40920299711905
13.4,13.6,2.5,3,4.13,-2.42657887798982
13.4,13.6,2.5,3,4.14,-2.44491786207238
13.4,13.6,2.5,3,4.15,-2.46422498591376
13.4,13.6,2.5,3,4.16,-2.48450809500606
13.4,13.6,2.5,3,4.17,-2.50577790547354
13.4,13.6,2.5,3,4.18,-2.52804806933805
13.4,13.6,2.5,3,4.19,-2.55133524201457
13.4,13.6,2.5,3,4.2,-2.57565915051019
13.4,13.6,2.5,3,4.21,-2.60104266060057
13.4,13.6,2.5,3,4.22,-2.62751184103792
13.4,13.6,2.5,3,4.23,-2.65509602260571
13.4,13.6,2.5,3,4.24,-2.68382784957866
13.4,13.6,2.5,3,4.25,-2.71374332087677
13.4,13.6,2.5,3,4.26,-2.74488181792197
13.4,13.6,2.5,3,4.27,-2.77728611592261
13.4,13.6,2.5,3,4.28,-2.81100237503149
13.4,13.6,2.5,3,4.29,-2.84608010755696
13.4,13.6,2.5,3,4.3,-2.88257211716622
13.4,13.6,2.5,3,4.31,-2.92053440581784
13.4,13.6,2.5,3,4.32,-2.96002604401497
13.4,13.6,2.5,3,4.33,-3.00110899989842
13.4,13.6,2.5,3,4.34,-3.04384792272162
13.4,13.6,2.5,3,4.35,-3.0883098763898
13.4,13.6,2.5,3,4.36,-3.13456401902656
13.4,13.6,2.5,3,4.37,-3.18268122497721
13.4,13.6,2.5,3,4.38,-3.23273364629273
13.4,13.6,2.5,3,4.39,-3.28479421158262
13.4,13.6,2.5,3,4.4,-3.3389360611959
13.4,13.6,2.5,3,4.41,-3.39523191900048
13.4,13.6,2.5,3,4.42,-3.45375340258482
13.4,13.6,2.5,3,4.43,-3.51457027549697
13.4,13.6,2.5,3,4.44,-3.57774964714743
13.4,13.6,2.5,3,4.45,-3.64335512820075
13.4,13.6,2.5,3,4.46,-3.71144595162134
13.4,13.6,2.5,3,4.47,-3.78207607195615
13.4,13.6,2.5,3,4.48,-3.85529325785426
13.4,13.6,2.5,3,4.49,-3.93113819514653
13.4,13.6,2.5,3,4.5,-4.00964361993274
13.4,13.6,2.5,3,4.51,-4.09083350293867
13.4,13.6,2.5,3,4.52,-4.17472230779552
13.4,13.6,2.5,3,4.53,-4.26131434675263
13.4,13.6,2.5,3,4.54,-4.35060325756467
13.4,13.6,2.5,3,4.55,-4.44257162482148
13.4,13.6,2.5,3,4.56,-4.53719076776644
13.4,13.6,2.5,3,4.57,-4.63442071466626
13.4,13.6,2.5,3,4.58,-4.73421038108108
13.4,13.6,2.5,3,4.59,-4.83649796601161
13.4,13.6,2.5,3,4.6,-4.94121157598613
13.4,13.6,2.5,3,4.61,-5.04827008285324
13.4,13.6,2.5,3,4.62,-5.15758421655766
13.4,13.6,2.5,3,4.63,-5.26905788971706
13.4,13.6,2.5,3,4.64,-5.38258974662427
13.4,13.6,2.5,3,4.65,-5.49807492561178
13.4,13.6,2.5,3,4.66,-5.61540702077116
13.4,13.6,2.5,3,4.67,-5.73448022703611
13.4,13.6,2.5,3,4.68,-5.85519165180849
13.4,13.6,2.5,3,4.69,-5.97744377679375
13.4,13.6,2.5,3,4.7,-6.10114705564574
13.4,13.6,2.5,3,4.71,-6.22622263649922
13.4,13.6,2.5,3,4.72,-6.35260520356578
13.4,13.6,2.5,3,4.73,-6.48024593874403
13.4,13.6,2.5,3,4.74,-6.6091156127073
13.4,13.6,2.5,3,4.75,-6.73920782525659
13.4,13.6,2.5,3,4.76,-6.87054242697752
13.4,13.6,2.5,3,4.77,-7.0031691685928
13.4,13.6,2.5,3,4.78,-7.13717164112111
13.4,13.6,2.5,3,4.79,-7.27267158942412
13.4,13.6,2.5,3,4.8,-7.40983370448387
13.4,13.6,2.5,3,4.81,-7.54887102653586
13.4,13.6,2.5,3,4.82,-7.69005112295673
13.4,13.6,2.5,3,4.83,-7.83370324282603
13.4,13.6,2.5,3,4.84,-7.98022669594677
13.4,13.6,2.5,3,4.85,-8.1301007598098
13.4,13.6,2.5,3,4.86,-8.28389648596129
13.4,13.6,2.5,3,4.87,-8.4422908603859
13.4,13.6,2.5,3,4.88,-8.60608387418798
13.4,13.6,2.5,3,4.89,-8.7762191846498
13.4,13.6,2.5,3,4.9,-8.95380919614179
13.4,13.6,2.5,3,4.91,-9.14016556778171
13.4,13.6,2.5,3,4.92,-9.33683635975874
13.4,13.6,2.5,3,4.93,-9.54565125598773
13.4,13.6,2.5,3,4.94,-9.76877652706201
13.4,13.6,2.5,3,4.95,-10.0087815776609
13.4,13.6,2.5,3,4.96,-10.2687189581062
13.4,13.6,2.5,3,4.97,-10.5522194109639
13.4,13.6,2.5,3,4.98,-10.8636024723227
13.4,13.6,2.5,3,4.99,-11.2080005615507
13.4,13.6,2.5,3,5,-11.5914887853731
13.4,13.6,3,3,1,-0.489189462845296
13.4,13.6,3,3,1.01,-0.485293622655361
13.4,13.6,3,3,1.02,-0.481458160391778
13.4,13.6,3,3,1.03,-0.477683810515448
13.4,13.6,3,3,1.04,-0.473971286587762
13.4,13.6,3,3,1.05,-0.470321282288431
13.4,13.6,3,3,1.06,-0.46673447241503
13.4,13.6,3,3,1.07,-0.463211513863658
13.4,13.6,3,3,1.08,-0.459753046590762
13.4,13.6,3,3,1.09,-0.456359694555702
13.4,13.6,3,3,1.1,-0.453032066644157
13.4,13.6,3,3,1.11,-0.449770757572184
13.4,13.6,3,3,1.12,-0.446576348771094
13.4,13.6,3,3,1.13,-0.443449409253126
13.4,13.6,3,3,1.14,-0.440390496458118
13.4,13.6,3,3,1.15,-0.437400157081374
13.4,13.6,3,3,1.16,-0.434478927882891
13.4,13.6,3,3,1.17,-0.431627336478294
13.4,13.6,3,3,1.18,-0.428845902111754
13.4,13.6,3,3,1.19,-0.426135136411163
13.4,13.6,3,3,1.2,-0.423495544126114
13.4,13.6,3,3,1.21,-0.420927623848817
13.4,13.6,3,3,1.22,-0.418431868718593
13.4,13.6,3,3,1.23,-0.416008767110268
13.4,13.6,3,3,1.24,-0.413658803306871
13.4,13.6,3,3,1.25,-0.411382458157211
13.4,13.6,3,3,1.26,-0.409180209718655
13.4,13.6,3,3,1.27,-0.4070525338857
13.4,13.6,3,3,1.28,-0.404999905004684
13.4,13.6,3,3,1.29,-0.403022796475206
13.4,13.6,3,3,1.3,-0.401121681338636
13.4,13.6,3,3,1.31,-0.399297032854208
13.4,13.6,3,3,1.32,-0.39754932506312
13.4,13.6,3,3,1.33,-0.395879033341053
13.4,13.6,3,3,1.34,-0.394286634939568
13.4,13.6,3,3,1.35,-0.392772609516653
13.4,13.6,3,3,1.36,-0.391337439656916
13.4,13.6,3,3,1.37,-0.389981611381643
13.4,13.6,3,3,1.38,-0.388705614649039
13.4,13.6,3,3,1.39,-0.387509943844952
13.4,13.6,3,3,1.4,-0.386395098264234
13.4,13.6,3,3,1.41,-0.385361582582874
13.4,13.6,3,3,1.42,-0.384409907321137
13.4,13.6,3,3,1.43,-0.383540589297558
13.4,13.6,3,3,1.44,-0.382754152073935
13.4,13.6,3,3,1.45,-0.382051126391105
13.4,13.6,3,3,1.46,-0.381432050595362
13.4,13.6,3,3,1.47,-0.380897471055205
13.4,13.6,3,3,1.48,-0.380447942568051
13.4,13.6,3,3,1.49,-0.380084028756374
13.4,13.6,3,3,1.5,-0.379806302452641
13.4,13.6,3,3,1.51,-0.379615346072261
13.4,13.6,3,3,1.52,-0.379511751973606
13.4,13.6,3,3,1.53,-0.379496122803955
13.4,13.6,3,3,1.54,-0.37956907183007
13.4,13.6,3,3,1.55,-0.379731223251829
13.4,13.6,3,3,1.56,-0.379983212497148
13.4,13.6,3,3,1.57,-0.380325686496099
13.4,13.6,3,3,1.58,-0.380759303931895
13.4,13.6,3,3,1.59,-0.381284735465962
13.4,13.6,3,3,1.6,-0.381902663934118
13.4,13.6,3,3,1.61,-0.382613784510195
13.4,13.6,3,3,1.62,-0.383418804833266
13.4,13.6,3,3,1.63,-0.384318445093848
13.4,13.6,3,3,1.64,-0.385313438074037
13.4,13.6,3,3,1.65,-0.386404529135769
13.4,13.6,3,3,1.66,-0.387592476150693
13.4,13.6,3,3,1.67,-0.388878049364357
13.4,13.6,3,3,1.68,-0.390262031186349
13.4,13.6,3,3,1.69,-0.391745215897139
13.4,13.6,3,3,1.7,-0.393328409261072
13.4,13.6,3,3,1.71,-0.395012428033714
13.4,13.6,3,3,1.72,-0.396798099350197
13.4,13.6,3,3,1.73,-0.398686259979644
13.4,13.6,3,3,1.74,-0.400677755428701
13.4,13.6,3,3,1.75,-0.402773438875236
13.4,13.6,3,3,1.76,-0.404974169910744
13.4,13.6,3,3,1.77,-0.407280813067365
13.4,13.6,3,3,1.78,-0.409694236102275
13.4,13.6,3,3,1.79,-0.412215308008761
13.4,13.6,3,3,1.8,-0.414844896719402
13.4,13.6,3,3,1.81,-0.417583866462207
13.4,13.6,3,3,1.82,-0.420433074725619
13.4,13.6,3,3,1.83,-0.423393368782427
13.4,13.6,3,3,1.84,-0.42646558171614
13.4,13.6,3,3,1.85,-0.42965052788597
13.4,13.6,3,3,1.86,-0.43294899775798
13.4,13.6,3,3,1.87,-0.436361752020433
13.4,13.6,3,3,1.88,-0.43988951489023
13.4,13.6,3,3,1.89,-0.443532966504773
13.4,13.6,3,3,1.9,-0.447292734279256
13.4,13.6,3,3,1.91,-0.451169383092787
13.4,13.6,3,3,1.92,-0.455163404147998
13.4,13.6,3,3,1.93,-0.459275202327111
13.4,13.6,3,3,1.94,-0.463505081842677
13.4,13.6,3,3,1.95,-0.467853229952654
13.4,13.6,3,3,1.96,-0.472319698476883
13.4,13.6,3,3,1.97,-0.476904382814279
13.4,13.6,3,3,1.98,-0.4816069981169
13.4,13.6,3,3,1.99,-0.48642705222711
13.4,13.6,3,3,2,-0.491363814926775
13.4,13.6,3,3,2.01,-0.49641628298123
13.4,13.6,3,3,2.02,-0.501583140384605
13.4,13.6,3,3,2.03,-0.506862713125217
13.4,13.6,3,3,2.04,-0.512252917688664
13.4,13.6,3,3,2.05,-0.517751202399477
13.4,13.6,3,3,2.06,-0.523354480568221
13.4,13.6,3,3,2.07,-0.529059054256413
13.4,13.6,3,3,2.08,-0.534860527294638
13.4,13.6,3,3,2.09,-0.540753705986098
13.4,13.6,3,3,2.1,-0.546732485695871
13.4,13.6,3,3,2.11,-0.552789721262107
13.4,13.6,3,3,2.12,-0.55891707886605
13.4,13.6,3,3,2.13,-0.565104866660795
13.4,13.6,3,3,2.14,-0.571341841082476
13.4,13.6,3,3,2.15,-0.577614985351917
13.4,13.6,3,3,2.16,-0.583909256222856
13.4,13.6,3,3,2.17,-0.590207294551163
13.4,13.6,3,3,2.18,-0.596489094762413
13.4,13.6,3,3,2.19,-0.6027316278051
13.4,13.6,3,3,2.2,-0.60890841173241
13.4,13.6,3,3,2.21,-0.614989023714744
13.4,13.6,3,3,2.22,-0.620938547136606
13.4,13.6,3,3,2.23,-0.626716947606164
13.4,13.6,3,3,2.24,-0.632278372393536
13.4,13.6,3,3,2.25,-0.63757036928771
13.4,13.6,3,3,2.26,-0.642533023507886
13.4,13.6,3,3,2.27,-0.647098015661378
13.4,13.6,3,3,2.28,-0.651187610548954
13.4,13.6,3,3,2.29,-0.654713596883141
13.4,13.6,3,3,2.3,-0.657576213038692
13.4,13.6,3,3,2.31,-0.659663115522044
13.4,13.6,3,3,2.32,-0.660848477086355
13.4,13.6,3,3,2.33,-0.660992342899108
13.4,13.6,3,3,2.34,-0.659940428715548
13.4,13.6,3,3,2.35,-0.657524617302234
13.4,13.6,3,3,2.36,-0.653564500091203
13.4,13.6,3,3,2.37,-0.647870419433109
13.4,13.6,3,3,2.38,-0.640248587042482
13.4,13.6,3,3,2.39,-0.630508971604345
13.4,13.6,3,3,2.4,-0.618476734193322
13.4,13.6,3,3,2.41,-0.604007994921938
13.4,13.6,3,3,2.42,-0.587010563205642
13.4,13.6,3,3,2.43,-0.567469856558409
13.4,13.6,3,3,2.44,-0.545479455036322
13.4,13.6,3,3,2.45,-0.521274498798827
13.4,13.6,3,3,2.46,-0.495264433583109
13.4,13.6,3,3,2.47,-0.468059631146276
13.4,13.6,3,3,2.48,-0.440484636354949
13.4,13.6,3,3,2.49,-0.413570016554325
13.4,13.6,3,3,2.5,-0.388515982326622
13.4,13.6,3,3,2.51,-0.36662485311996
13.4,13.6,3,3,2.52,-0.349205974787433
13.4,13.6,3,3,2.53,-0.337464470875327
13.4,13.6,3,3,2.54,-0.332391625434071
13.4,13.6,3,3,2.55,-0.334676897623428
13.4,13.6,3,3,2.56,-0.344657959568282
13.4,13.6,3,3,2.57,-0.362316522691776
13.4,13.6,3,3,2.58,-0.387317106003713
13.4,13.6,3,3,2.59,-0.419077075561353
13.4,13.6,3,3,2.6,-0.456851892306884
13.4,13.6,3,3,2.61,-0.499820028921609
13.4,13.6,3,3,2.62,-0.547156054252008
13.4,13.6,3,3,2.63,-0.598085760541932
13.4,13.6,3,3,2.64,-0.651922068438213
13.4,13.6,3,3,2.65,-0.708083794797405
13.4,13.6,3,3,2.66,-0.766101049348429
13.4,13.6,3,3,2.67,-0.825611386103893
13.4,13.6,3,3,2.68,-0.886350385190262
13.4,13.6,3,3,2.69,-0.948139533232444
13.4,13.6,3,3,2.7,-1.01087341318547
13.4,13.6,3,3,2.71,-1.07450747168977
13.4,13.6,3,3,2.72,-1.13904706337185
13.4,13.6,3,3,2.73,-1.20453807567138
13.4,13.6,3,3,2.74,-1.27105918552493
13.4,13.6,3,3,2.75,-1.33871565398499
13.4,13.6,3,3,2.76,-1.40763449304274
13.4,13.6,3,3,2.77,-1.477960813927
13.4,13.6,3,3,2.78,-1.54985516870751
13.4,13.6,3,3,2.79,-1.62349171414626
13.4,13.6,3,3,2.8,-1.69905705018767
13.4,13.6,3,3,2.81,-1.77674961038426
13.4,13.6,3,3,2.82,-1.85677950527101
13.4,13.6,3,3,2.83,-1.93936874098542
13.4,13.6,3,3,2.84,-2.02475175387175
13.4,13.6,3,3,2.85,-2.11317621746789
13.4,13.6,3,3,2.86,-2.20490409144834
13.4,13.6,3,3,2.87,-2.30021289318635
13.4,13.6,3,3,2.88,-2.39939718202674
13.4,13.6,3,3,2.89,-2.50277025454288
13.4,13.6,3,3,2.9,-2.61066605637444
13.4,13.6,3,3,2.91,-2.72344132306944
13.4,13.6,3,3,2.92,-2.84147796902754
13.4,13.6,3,3,2.93,-2.9651857504995
13.4,13.6,3,3,2.94,-3.0950052359867
13.4,13.6,3,3,2.95,-3.23141112568118
13.4,13.6,3,3,2.96,-3.37491597122018
13.4,13.6,3,3,2.97,-3.52607435850922
13.4,13.6,3,3,2.98,-3.6854876303226
13.4,13.6,3,3,2.99,-3.8538092426107
13.4,13.6,3,3,3,-4.03175086994418
13.4,13.6,3,3,3.01,-4.22008940263123
13.4,13.6,3,3,3.02,-4.41967501249148
13.4,13.6,3,3,3.03,-4.63144050837252
13.4,13.6,3,3,3.04,-4.8564122593414
13.4,13.6,3,3,3.05,-5.09572303724303
13.4,13.6,3,3,3.06,-5.35062722665054
13.4,13.6,3,3,3.07,-5.62251897687533
13.4,13.6,3,3,3.08,-5.91295403831026
13.4,13.6,3,3,3.09,-6.22367624868572
13.4,13.6,3,3,3.1,-6.55664993433401
13.4,13.6,3,3,3.11,-6.91409989588533
13.4,13.6,3,3,3.12,-7.29856119683408
13.4,13.6,3,3,3.13,-7.71294172234495
13.4,13.6,3,3,3.14,-8.16060149966035
13.4,13.6,3,3,3.15,-8.64545416872999
13.4,13.6,3,3,3.16,-9.17209787903418
13.4,13.6,3,3,3.17,-9.74598537131147
13.4,13.6,3,3,3.18,-10.3736460680461
13.4,13.6,3,3,3.19,-11.062976186125
13.4,13.6,3,3,3.2,-11.8236143407242
13.4,13.6,3,3,3.21,-12.6674137934109
13.4,13.6,3,3,3.22,-13.6089899761245
13.4,13.6,3,3,3.23,-14.6662074002155
13.4,13.6,3,3,3.24,-15.860102207605
13.4,13.6,3,3,3.25,-17.2125799143068
13.4,13.6,3,3,3.26,-18.7366262779747
13.4,13.6,3,3,3.27,-20.4032721908826
13.4,13.6,3,3,3.28,-22.0482259871332
13.4,13.6,3,3,3.29,-23.2116467645127
13.4,13.6,3,3,3.3,-23.2622851846012
13.4,13.6,3,3,3.31,-22.1718018376755
13.4,13.6,3,3,3.32,-20.5593860672717
13.4,13.6,3,3,3.33,-18.9064902331897
13.4,13.6,3,3,3.34,-17.3912915036228
13.4,13.6,3,3,3.35,-16.0476711631824
13.4,13.6,3,3,3.36,-14.8639384739963
13.4,13.6,3,3,3.37,-13.8183400275269
13.4,13.6,3,3,3.38,-12.8896839537612
13.4,13.6,3,3,3.39,-12.0598992371858
13.4,13.6,3,3,3.4,-11.3141850849042
13.4,13.6,3,3,3.41,-10.640538521071
13.4,13.6,3,3,3.42,-10.0292046737365
13.4,13.6,3,3,3.43,-9.47219851904529
13.4,13.6,3,3,3.44,-8.96292333126894
13.4,13.6,3,3,3.45,-8.49587565802975
13.4,13.6,3,3,3.46,-8.06641941873217
13.4,13.6,3,3,3.47,-7.67061293668015
13.4,13.6,3,3,3.48,-7.30507587391116
13.4,13.6,3,3,3.49,-6.96688613219309
13.4,13.6,3,3,3.5,-6.65349930594554
13.4,13.6,3,3,3.51,-6.36268519521475
13.4,13.6,3,3,3.52,-6.0924773115177
13.4,13.6,3,3,3.53,-5.84113235380032
13.4,13.6,3,3,3.54,-5.60709739559533
13.4,13.6,3,3,3.55,-5.38898308427082
13.4,13.6,3,3,3.56,-5.18554156538343
13.4,13.6,3,3,3.57,-4.99564815031388
13.4,13.6,3,3,3.58,-4.8182859727783
13.4,13.6,3,3,3.59,-4.65253305041683
13.4,13.6,3,3,3.6,-4.49755129650822
13.4,13.6,3,3,3.61,-4.35257712481239
13.4,13.6,3,3,3.62,-4.21691336548913
13.4,13.6,3,3,3.63,-4.08992226774551
13.4,13.6,3,3,3.64,-3.97101940956677
13.4,13.6,3,3,3.65,-3.85966836972282
13.4,13.6,3,3,3.66,-3.75537604455189
13.4,13.6,3,3,3.67,-3.65768851355698
13.4,13.6,3,3,3.68,-3.56618737492847
13.4,13.6,3,3,3.69,-3.48048648572859
13.4,13.6,3,3,3.7,-3.40022905240331
13.4,13.6,3,3,3.71,-3.32508502610615
13.4,13.6,3,3,3.72,-3.25474876447827
13.4,13.6,3,3,3.73,-3.18893692737419
13.4,13.6,3,3,3.74,-3.12738657882356
13.4,13.6,3,3,3.75,-3.06985347148581
13.4,13.6,3,3,3.76,-3.01611049315114
13.4,13.6,3,3,3.77,-2.96594625759625
13.4,13.6,3,3,3.78,-2.91916382442035
13.4,13.6,3,3,3.79,-2.87557953444508
13.4,13.6,3,3,3.8,-2.83502194892733
13.4,13.6,3,3,3.81,-2.79733088225697
13.4,13.6,3,3,3.82,-2.76235651903402
13.4,13.6,3,3,3.83,-2.72995860747548
13.4,13.6,3,3,3.84,-2.70000572201741
13.4,13.6,3,3,3.85,-2.67237458877589
13.4,13.6,3,3,3.86,-2.64694946822874
13.4,13.6,3,3,3.87,-2.62362159009311
13.4,13.6,3,3,3.88,-2.60228863591585
13.4,13.6,3,3,3.89,-2.58285426537221
13.4,13.6,3,3,3.9,-2.56522768269466
13.4,13.6,3,3,3.91,-2.54932324003329
13.4,13.6,3,3,3.92,-2.5350600748884
13.4,13.6,3,3,3.93,-2.52236177906161
13.4,13.6,3,3,3.94,-2.511156096845
13.4,13.6,3,3,3.95,-2.50137465041645
13.4,13.6,3,3,3.96,-2.49295269063309
13.4,13.6,3,3,3.97,-2.48582887161845
13.4,13.6,3,3,3.98,-2.47994504772464
13.4,13.6,3,3,3.99,-2.47524609161987
13.4,13.6,3,3,4,-2.47167973240679
13.4,13.6,3,3,4.01,-2.46919641281931
13.4,13.6,3,3,4.02,-2.46774916467643
13.4,13.6,3,3,4.03,-2.46729350189171
13.4,13.6,3,3,4.04,-2.46778733044847
13.4,13.6,3,3,4.05,-2.46919087485296
13.4,13.6,3,3,4.06,-2.47146662067236
13.4,13.6,3,3,4.07,-2.4745792728512
13.4,13.6,3,3,4.08,-2.47849572957964
13.4,13.6,3,3,4.09,-2.48318507155965
13.4,13.6,3,3,4.1,-2.48861856658046
13.4,13.6,3,3,4.11,-2.4947696893734
13.4,13.6,3,3,4.12,-2.50161415676625
13.4,13.6,3,3,4.13,-2.50912997820054
13.4,13.6,3,3,4.14,-2.51729752170835
13.4,13.6,3,3,4.15,-2.52609959546961
13.4,13.6,3,3,4.16,-2.5355215450834
13.4,13.6,3,3,4.17,-2.5455513666879
13.4,13.6,3,3,4.18,-2.55617983604987
13.4,13.6,3,3,4.19,-2.56740065371532
13.4,13.6,3,3,4.2,-2.57921060626524
13.4,13.6,3,3,4.21,-2.59160974365238
13.4,13.6,3,3,4.22,-2.60460157250202
13.4,13.6,3,3,4.23,-2.61819326514194
13.4,13.6,3,3,4.24,-2.63239588397694
13.4,13.6,3,3,4.25,-2.64722462064027
13.4,13.6,3,3,4.26,-2.6626990491337
13.4,13.6,3,3,4.27,-2.67884339190485
13.4,13.6,3,3,4.28,-2.69568679750155
13.4,13.6,3,3,4.29,-2.71326362808498
13.4,13.6,3,3,4.3,-2.73161375467034
13.4,13.6,3,3,4.31,-2.7507828574968
13.4,13.6,3,3,4.32,-2.77082272840057
13.4,13.6,3,3,4.33,-2.79179157148014
13.4,13.6,3,3,4.34,-2.81375429769816
13.4,13.6,3,3,4.35,-2.83678280836615
13.4,13.6,3,3,4.36,-2.86095626171105
13.4,13.6,3,3,4.37,-2.88636131593634
13.4,13.6,3,3,4.38,-2.91309234138042
13.4,13.6,3,3,4.39,-2.94125159355859
13.4,13.6,3,3,4.4,-2.97094933807829
13.4,13.6,3,3,4.41,-3.00230391767147
13.4,13.6,3,3,4.42,-3.03544175092985
13.4,13.6,3,3,4.43,-3.07049725180453
13.4,13.6,3,3,4.44,-3.10761265859117
13.4,13.6,3,3,4.45,-3.14693776102366
13.4,13.6,3,3,4.46,-3.188629514304
13.4,13.6,3,3,4.47,-3.23285152946754
13.4,13.6,3,3,4.48,-3.27977343048454
13.4,13.6,3,3,4.49,-3.32957006998738
13.4,13.6,3,3,4.5,-3.38242059753712
13.4,13.6,3,3,4.51,-3.43850737693454
