"Height [mm]","Radius [mm]","Freq [GHz]","dB(S(1,1)) []"
13.2,8.4,5,-10.9345047459444
13.2,8.4,5.01,-11.0546386857462
13.2,8.4,5.02,-11.1778202807639
13.2,8.4,5.03,-11.3041712177408
13.2,8.4,5.04,-11.4338213162228
13.2,8.4,5.05,-11.566909175973
13.2,8.4,5.06,-11.7035828913308
13.2,8.4,5.07,-11.8440008410335
13.2,8.4,5.08,-11.9883325633331
13.2,8.4,5.09,-12.1367597277898
13.2,8.4,5.1,-12.2894772169535
13.2,8.4,5.11,-12.4466943333272
13.2,8.4,5.12,-12.6086361495981
13.2,8.4,5.13,-12.7755450232368
13.2,8.4,5.14,-12.9476823002978
13.2,8.4,5.15,-13.1253302377739
13.2,8.4,5.16,-13.3087941793297
13.2,8.4,5.17,-13.4984050259149
13.2,8.4,5.18,-13.6945220509328
13.2,8.4,5.19,-13.89753611971
13.2,8.4,5.2,-14.1078733854775
13.2,8.4,5.21,-14.325999549607
13.2,8.4,5.22,-14.552424793311
13.2,8.4,5.23,-14.7877095125737
13.2,8.4,5.24,-15.0324710192838
13.2,8.4,5.25,-15.2873914114781
13.2,8.4,5.26,-15.5532268671234
13.2,8.4,5.27,-15.8308186828972
13.2,8.4,5.28,-16.1211064674116
13.2,8.4,5.29,-16.4251440149434
13.2,8.4,5.3,-16.744118541908
13.2,8.4,5.31,-17.0793741797936
13.2,8.4,5.32,-17.4324409081156
13.2,8.4,5.33,-17.8050705133985
13.2,8.4,5.34,-18.1992817269518
13.2,8.4,5.35,-18.6174175047878
13.2,8.4,5.36,-19.0622185920993
13.2,8.4,5.37,-19.536919261999
13.2,8.4,5.38,-20.045373761384
13.2,8.4,5.39,-20.5922260876913
13.2,8.4,5.4,-21.1831422160269
13.2,8.4,5.41,-21.8251345119876
13.2,8.4,5.42,-22.5270259918422
13.2,8.4,5.43,-23.3001335192491
13.2,8.4,5.44,-24.159306568057
13.2,8.4,5.45,-25.1245690261962
13.2,8.4,5.46,-26.2238383544616
13.2,8.4,5.47,-27.4976958519165
13.2,8.4,5.48,-29.0083854461609
13.2,8.4,5.49,-30.8584718525002
13.2,8.4,5.5,-33.234806247651
13.2,8.4,5.51,-36.5326720165662
13.2,8.4,5.52,-41.8039224504901
13.2,8.4,5.53,-50.2280163737062
13.2,8.4,5.54,-42.5280396994333
13.2,8.4,5.55,-36.8109812278935
13.2,8.4,5.56,-33.276169538766
13.2,8.4,5.57,-30.7324468084269
13.2,8.4,5.58,-28.7449831171296
13.2,8.4,5.59,-27.1125357574095
13.2,8.4,5.6,-25.7261632769249
13.2,8.4,5.61,-24.5203964797659
13.2,8.4,5.62,-23.4528653900726
13.2,8.4,5.63,-22.4945930486107
13.2,8.4,5.64,-21.6248975265976
13.2,8.4,5.65,-20.8285068186315
13.2,8.4,5.66,-20.0938268853655
13.2,8.4,5.67,-19.411851044957
13.2,8.4,5.68,-18.775445528976
13.2,8.4,5.69,-18.1788656384163
13.2,8.4,5.7,-17.6174186481603
13.2,8.4,5.71,-17.0872231386074
13.2,8.4,5.72,-16.58503347324
13.2,8.4,5.73,-16.1081093723215
13.2,8.4,5.74,-15.6541173818272
13.2,8.4,5.75,-15.2210553369651
13.2,8.4,5.76,-14.8071936905622
13.2,8.4,5.77,-14.4110294038519
13.2,8.4,5.78,-14.0312493274928
13.2,8.4,5.79,-13.6667008447036
13.2,8.4,5.8,-13.3163681374235
13.2,8.4,5.81,-12.9793528538731
13.2,8.4,5.82,-12.654858255993
13.2,8.4,5.83,-12.3421761437705
13.2,8.4,5.84,-12.0406760144993
13.2,8.4,5.85,-11.7497960349568
13.2,8.4,5.86,-11.4690354947048
13.2,8.4,5.87,-11.1979484771703
13.2,8.4,5.88,-10.9361385375097
13.2,8.4,5.89,-10.6832542165519
13.2,8.4,5.9,-10.4389852513021
13.2,8.4,5.91,-10.2030593667249
13.2,8.4,5.92,-9.975239552412
13.2,8.4,5.93,-9.75532174247663
13.2,8.4,5.94,-9.54313282849952
13.2,8.4,5.95,-9.3385289442919
13.2,8.4,5.96,-9.14139396816362
13.2,8.4,5.97,-8.95163819373625
13.2,8.4,5.98,-8.76919712446538
13.2,8.4,5.99,-8.59403035023692
13.2,8.4,6,-8.42612046693553
13.2,8.6,3,-2.83862670000657
13.2,8.6,3.01,-2.86465234148773
13.2,8.6,3.02,-2.8911863311033
13.2,8.6,3.03,-2.91824024326087
13.2,8.6,3.04,-2.94582613727175
13.2,8.6,3.05,-2.97395658216755
13.2,8.6,3.06,-3.00264468232807
13.2,8.6,3.07,-3.03190410389762
13.2,8.6,3.08,-3.06174910195603
13.2,8.6,3.09,-3.09219454839842
13.2,8.6,3.1,-3.12325596046272
13.2,8.6,3.11,-3.15494952982721
13.2,8.6,3.12,-3.18729215217929
13.2,8.6,3.13,-3.22030145713386
13.2,8.6,3.14,-3.25399583835119
13.2,8.6,3.15,-3.28839448367261
13.2,8.6,3.16,-3.32351740505467
13.2,8.6,3.17,-3.35938546803922
13.2,8.6,3.18,-3.39602042044666
13.2,8.6,3.19,-3.43344491992225
13.2,8.6,3.2,-3.47168255989824
13.2,8.6,3.21,-3.51075789345861
13.2,8.6,3.22,-3.55069645450503
13.2,8.6,3.23,-3.59152477552246
13.2,8.6,3.24,-3.63327040112753
13.2,8.6,3.25,-3.67596189645223
13.2,8.6,3.26,-3.71962884926588
13.2,8.6,3.27,-3.76430186456975
13.2,8.6,3.28,-3.81001255020628
13.2,8.6,3.29,-3.8567934918097
13.2,8.6,3.3,-3.90467821518063
13.2,8.6,3.31,-3.95370113389531
13.2,8.6,3.32,-4.00389747965549
13.2,8.6,3.33,-4.05530321254677
13.2,8.6,3.34,-4.10795490799986
13.2,8.6,3.35,-4.16188961683828
13.2,8.6,3.36,-4.21714469434917
13.2,8.6,3.37,-4.27375759383009
13.2,8.6,3.38,-4.33176561954787
13.2,8.6,3.39,-4.39120563350009
13.2,8.6,3.4,-4.45211370980394
13.2,8.6,3.41,-4.514524729962
13.2,8.6,3.42,-4.5784719116882
13.2,8.6,3.43,-4.64398626344141
13.2,8.6,3.44,-4.71109595634093
13.2,8.6,3.45,-4.77982560476821
13.2,8.6,3.46,-4.85019544674366
13.2,8.6,3.47,-4.92222041517438
13.2,8.6,3.48,-4.9959090913784
13.2,8.6,3.49,-5.07126253300547
13.2,8.6,3.5,-5.14827296971343
13.2,8.6,3.51,-5.22692236186531
13.2,8.6,3.52,-5.3071808202481
13.2,8.6,3.53,-5.38900488856341
13.2,8.6,3.54,-5.4723356953995
13.2,8.6,3.55,-5.55709698876694
13.2,8.6,3.56,-5.64319307426158
13.2,8.6,3.57,-5.73050668767338
13.2,8.6,3.58,-5.81889684449451
13.2,8.6,3.59,-5.90819672230194
13.2,8.6,3.6,-5.99821164725659
13.2,8.6,3.61,-6.08871727262244
13.2,8.6,3.62,-6.1794580546379
13.2,8.6,3.63,-6.27014614829777
13.2,8.6,3.64,-6.36046086125308
13.2,8.6,3.65,-6.45004881629624
13.2,8.6,3.66,-6.53852497953116
13.2,8.6,3.67,-6.62547470974101
13.2,8.6,3.68,-6.71045697189454
13.2,8.6,3.69,-6.79300883151613
13.2,8.6,3.7,-6.87265130464631
13.2,8.6,3.71,-6.94889657922949
13.2,8.6,3.72,-7.02125654847907
13.2,8.6,3.73,-7.08925250771301
13.2,8.6,3.74,-7.15242576846073
13.2,8.6,3.75,-7.21034884500895
13.2,8.6,3.76,-7.26263677884372
13.2,8.6,3.77,-7.30895809676522
13.2,8.6,3.78,-7.34904485972026
13.2,8.6,3.79,-7.38270126057725
13.2,8.6,3.8,-7.4098102753631
13.2,8.6,3.81,-7.43033796389196
13.2,8.6,3.82,-7.44433514635795
13.2,8.6,3.83,-7.45193634090174
13.2,8.6,3.84,-7.45335601781567
13.2,8.6,3.85,-7.44888239145999
13.2,8.6,3.86,-7.43886911442614
13.2,8.6,3.87,-7.42372534657447
13.2,8.6,3.88,-7.40390473594755
13.2,8.6,3.89,-7.37989386677588
13.2,8.6,3.9,-7.35220070503897
13.2,8.6,3.91,-7.32134351198845
13.2,8.6,3.92,-7.2878406111094
13.2,8.6,3.93,-7.25220129555057
13.2,8.6,3.94,-7.21491806175792
13.2,8.6,3.95,-7.17646025970604
13.2,8.6,3.96,-7.13726916706291
13.2,8.6,3.97,-7.09775442755483
13.2,8.6,3.98,-7.05829174407746
13.2,8.6,3.99,-7.01922168420751
13.2,8.6,4,-6.98084943789445
13.2,8.6,4.01,-6.9434453616948
13.2,8.6,4.02,-6.90724614811719
13.2,8.6,4.03,-6.87245646970826
13.2,8.6,4.04,-6.83925096295374
13.2,8.6,4.05,-6.80777643483585
13.2,8.6,4.06,-6.7781541933694
13.2,8.6,4.07,-6.75048242145881
13.2,8.6,4.08,-6.72483853018573
13.2,8.6,4.09,-6.70128144267443
13.2,8.6,4.1,-6.67985377275935
13.2,8.6,4.11,-6.6605838737458
13.2,8.6,4.12,-6.64348774168537
13.2,8.6,4.13,-6.62857076493344
13.2,8.6,4.14,-6.61582931751573
13.2,8.6,4.15,-6.60525219821514
13.2,8.6,4.16,-6.59682192051497
13.2,8.6,4.17,-6.59051586080006
13.2,8.6,4.18,-6.58630727370733
13.2,8.6,4.19,-6.58416618439226
13.2,8.6,4.2,-6.58406016787646
13.2,8.6,4.21,-6.5859550256799
13.2,8.6,4.22,-6.58981536971591
13.2,8.6,4.23,-6.59560512301376
13.2,8.6,4.24,-6.6032879462971
13.2,8.6,4.25,-6.61282759883197
13.2,8.6,4.26,-6.62418824130508
13.2,8.6,4.27,-6.63733468782804
13.2,8.6,4.28,-6.65223261350722
13.2,8.6,4.29,-6.6688487233856
13.2,8.6,4.3,-6.68715088796347
13.2,8.6,4.31,-6.70710824994305
13.2,8.6,4.32,-6.72869130632374
13.2,8.6,4.33,-6.75187196949903
13.2,8.6,4.34,-6.77662361057397
13.2,8.6,4.35,-6.8029210877324
13.2,8.6,4.36,-6.83074076213216
13.2,8.6,4.37,-6.86006050349464
13.2,8.6,4.38,-6.89085968727641
13.2,8.6,4.39,-6.92311918506493
13.2,8.6,4.4,-6.95682134962349
13.2,8.6,4.41,-6.9919499958196
13.2,8.6,4.42,-7.02849037850463
13.2,8.6,4.43,-7.06642916826648
13.2,8.6,4.44,-7.10575442585084
13.2,8.6,4.45,-7.1464555759365
13.2,8.6,4.46,-7.18852338085571
13.2,8.6,4.47,-7.23194991476886
13.2,8.6,4.48,-7.27672853873311
13.2,8.6,4.49,-7.32285387704474
13.2,8.6,4.5,-7.37032179518502
13.2,8.6,4.51,-7.41912937965653
13.2,8.6,4.52,-7.46927491996144
13.2,8.6,4.53,-7.52075789294431
13.2,8.6,4.54,-7.57357894969764
13.2,8.6,4.55,-7.62773990520979
13.2,8.6,4.56,-7.68324373092002
13.2,8.6,4.57,-7.74009455033395
13.2,8.6,4.58,-7.79829763784618
13.2,8.6,4.59,-7.85785942091088
13.2,8.6,4.6,-7.91878748570078
13.2,8.6,4.61,-7.98109058639463
13.2,8.6,4.62,-8.04477865823711
13.2,8.6,4.63,-8.10986283452026
13.2,8.6,4.64,-8.17635546764306
13.2,8.6,4.65,-8.24427015441571
13.2,8.6,4.66,-8.31362176578647
13.2,8.6,4.67,-8.38442648118368
13.2,8.6,4.68,-8.45670182768069
13.2,8.6,4.69,-8.53046672421054
13.2,8.6,4.7,-8.60574153107797
13.2,8.6,4.71,-8.68254810503941
13.2,8.6,4.72,-8.7609098602484
13.2,8.6,4.73,-8.84085183539272
13.2,8.6,4.74,-8.92240076738268
13.2,8.6,4.75,-9.00558517198625
13.2,8.6,4.76,-9.09043543184738
13.2,8.6,4.77,-9.17698389236962
13.2,8.6,4.78,-9.26526496599705
13.2,8.6,4.79,-9.35531524548178
13.2,8.6,4.8,-9.44717362678983
13.2,8.6,4.81,-9.54088144236851
13.2,8.6,4.82,-9.63648260557695
13.2,8.6,4.83,-9.73402376717116
13.2,8.6,4.84,-9.83355448483457
13.2,8.6,4.85,-9.93512740685757
13.2,8.6,4.86,-10.0387984711976
13.2,8.6,4.87,-10.1446271212933
13.2,8.6,4.88,-10.2526765401718
13.2,8.6,4.89,-10.3630139045693
13.2,8.6,4.9,-10.4757106609985
13.2,8.6,4.91,-10.5908428259348
13.2,8.6,4.92,-10.708491312564
13.2,8.6,4.93,-10.8287422868524
13.2,8.6,4.94,-10.9516875560539
13.2,8.6,4.95,-11.0774249931849
13.2,8.6,4.96,-11.2060590014731
13.2,8.6,4.97,-11.3377010233361
13.2,8.6,4.98,-11.472470099085
13.2,8.6,4.99,-11.6104934812886
13.2,8.6,5,-11.7519073115995
13.2,8.6,5.01,-11.896857367854
13.2,8.6,5.02,-12.0454998904436
13.2,8.6,5.03,-12.1980024983537
13.2,8.6,5.04,-12.3545452069095
13.2,8.6,5.05,-12.5153215612285
13.2,8.6,5.06,-12.6805399016972
13.2,8.6,5.07,-12.8504247805682
13.2,8.6,5.08,-13.0252185521005
13.2,8.6,5.09,-13.20518316267
13.2,8.6,5.1,-13.3906021721236
13.2,8.6,5.11,-13.5817830435366
13.2,8.6,5.12,-13.7790597457192
13.2,8.6,5.13,-13.9827957216371
13.2,8.6,5.14,-14.1933872867972
13.2,8.6,5.15,-14.4112675351473
13.2,8.6,5.16,-14.6369108469028
13.2,8.6,5.17,-14.8708381138864
13.2,8.6,5.18,-15.113622824756
13.2,8.6,5.19,-15.365898186613
13.2,8.6,5.2,-15.6283655032807
13.2,8.6,5.21,-15.9018040872017
13.2,8.6,5.22,-16.1870830558616
13.2,8.6,5.23,-16.4851754610512
13.2,8.6,5.24,-16.7971753288566
13.2,8.6,5.25,-17.1243183624764
13.2,8.6,5.26,-17.4680072968647
13.2,8.6,5.27,-17.829843220378
13.2,8.6,5.28,-18.2116646337381
13.2,8.6,5.29,-18.6155966610689
13.2,8.6,5.3,-19.0441137548836
13.2,8.6,5.31,-19.5001205942402
13.2,8.6,5.32,-19.9870579011264
13.2,8.6,5.33,-20.5090429889505
13.2,8.6,5.34,-21.071059679863
13.2,8.6,5.35,-21.6792199613686
13.2,8.6,5.36,-22.3411325331063
13.2,8.6,5.37,-23.066435251094
13.2,8.6,5.38,-23.8675873553231
13.2,8.6,5.39,-24.7610897607894
13.2,8.6,5.4,-25.7694439468738
13.2,8.6,5.41,-26.9244580696333
13.2,8.6,5.42,-28.2731843602659
13.2,8.6,5.43,-29.8894586087537
13.2,8.6,5.44,-31.8987808430926
13.2,8.6,5.45,-34.5401282964026
13.2,8.6,5.46,-38.3531110808527
13.2,8.6,5.47,-44.8433383840827
13.2,8.6,5.48,-48.2717373114464
13.2,8.6,5.49,-40.1862189131727
13.2,8.6,5.5,-35.5446296740678
13.2,8.6,5.51,-32.4579340369113
13.2,8.6,5.52,-30.1508235199212
13.2,8.6,5.53,-28.307305883103
13.2,8.6,5.54,-26.7703971595237
13.2,8.6,5.55,-25.4511643697075
13.2,8.6,5.56,-24.2944625795511
13.2,8.6,5.57,-23.2637804966517
13.2,8.6,5.58,-22.333712972752
13.2,8.6,5.59,-21.4858816337573
13.2,8.6,5.6,-20.706569287941
13.2,8.6,5.61,-19.9852718312361
13.2,8.6,5.62,-19.313771660341
13.2,8.6,5.63,-18.6855224906819
13.2,8.6,5.64,-18.0952279631838
13.2,8.6,5.65,-17.5385451582548
13.2,8.6,5.66,-17.0118710917261
13.2,8.6,5.67,-16.51218581071
13.2,8.6,5.68,-16.0369349985294
13.2,8.6,5.69,-15.5839407298545
13.2,8.6,5.7,-15.1513326532834
13.2,8.6,5.71,-14.7374942430534
13.2,8.6,5.72,-14.3410203336094
13.2,8.6,5.73,-13.9606832170377
13.2,8.6,5.74,-13.5954053198208
13.2,8.6,5.75,-13.2442369924328
13.2,8.6,5.76,-12.9063383138212
13.2,8.6,5.77,-12.5809640791067
13.2,8.6,5.78,-12.2674513336777
13.2,8.6,5.79,-11.9652089610897
13.2,8.6,5.8,-11.6737089400826
13.2,8.6,5.81,-11.3924789675456
13.2,8.6,5.82,-11.1210962063992
13.2,8.6,5.83,-10.8591819651157
13.2,8.6,5.84,-10.6063971525789
13.2,8.6,5.85,-10.3624383808078
13.2,8.6,5.86,-10.1270346106854
13.2,8.6,5.87,-9.89994425367198
13.2,8.6,5.88,-9.68095265663227
13.2,8.6,5.89,-9.46986990818227
13.2,8.6,5.9,-9.26652891399732
13.2,8.6,5.91,-9.07078369579872
13.2,8.6,5.92,-8.88250787463849
13.2,8.6,5.93,-8.70159330392574
13.2,8.6,5.94,-8.52794882162874
13.2,8.6,5.95,-8.36149909443936
13.2,8.6,5.96,-8.20218352956052
13.2,8.6,5.97,-8.04995523231069
13.2,8.6,5.98,-7.90477999004198
13.2,8.6,5.99,-7.76663526503792
13.2,8.6,6,-7.63550918117427
13.2,8.8,3,-2.89167270876176
13.2,8.8,3.01,-2.92029480344217
13.2,8.8,3.02,-2.94948116954039
13.2,8.8,3.03,-2.97924737860873
13.2,8.8,3.04,-3.00960968898622
13.2,8.8,3.05,-3.04058507786451
13.2,8.8,3.06,-3.07219127412052
13.2,8.8,3.07,-3.10444679181268
13.2,8.8,3.08,-3.13737096421004
13.2,8.8,3.09,-3.17098397819108
13.2,8.8,3.1,-3.20530690881067
13.2,8.8,3.11,-3.24036175378925
13.2,8.8,3.12,-3.27617146762634
13.2,8.8,3.13,-3.31275999497979
13.2,8.8,3.14,-3.35015230288237
13.2,8.8,3.15,-3.38837441128539
13.2,8.8,3.16,-3.42745342132556
13.2,8.8,3.17,-3.46741754060232
13.2,8.8,3.18,-3.50829610462815
13.2,8.8,3.19,-3.55011959347068
13.2,8.8,3.2,-3.59291964244098
13.2,8.8,3.21,-3.63672904549416
13.2,8.8,3.22,-3.68158174979386
13.2,8.8,3.23,-3.72751283964843
13.2,8.8,3.24,-3.77455850774976
13.2,8.8,3.25,-3.82275601133363
13.2,8.8,3.26,-3.87214361052906
13.2,8.8,3.27,-3.9227604857702
13.2,8.8,3.28,-3.9746466307062
13.2,8.8,3.29,-4.02784271655824
13.2,8.8,3.3,-4.08238992333856
13.2,8.8,3.31,-4.13832973276315
13.2,8.8,3.32,-4.1957036770596
13.2,8.8,3.33,-4.25455303719902
13.2,8.8,3.34,-4.31491848337394
13.2,8.8,3.35,-4.37683964981496
13.2,8.8,3.36,-4.44035463530655
13.2,8.8,3.37,-4.50549942005308
13.2,8.8,3.38,-4.57230718889641
13.2,8.8,3.39,-4.64080755034336
13.2,8.8,3.4,-4.7110256404906
13.2,8.8,3.41,-4.78298110081464
13.2,8.8,3.42,-4.85668691902945
13.2,8.8,3.43,-4.93214812293027
13.2,8.8,3.44,-5.00936031849225
13.2,8.8,3.45,-5.0883080656603
13.2,8.8,3.46,-5.16896308846434
13.2,8.8,3.47,-5.25128232056131
13.2,8.8,3.48,-5.33520579330466
13.2,8.8,3.49,-5.42065438124448
13.2,8.8,3.5,-5.50752742982994
13.2,8.8,3.51,-5.59570030224519
13.2,8.8,3.52,-5.68502189690605
13.2,8.8,3.53,-5.77531220418723
13.2,8.8,3.54,-5.866359990245
13.2,8.8,3.55,-5.95792071686073
13.2,8.8,3.56,-6.04971482818745
13.2,8.8,3.57,-6.14142655678172
13.2,8.8,3.58,-6.23270342043647
13.2,8.8,3.59,-6.3231565955843
13.2,8.8,3.6,-6.41236235933109
13.2,8.8,3.61,-6.49986478698891
13.2,8.8,3.62,-6.58517987163009
13.2,8.8,3.63,-6.66780119330169
13.2,8.8,3.64,-6.74720720565969
13.2,8.8,3.65,-6.82287012611286
13.2,8.8,3.66,-6.89426631378743
13.2,8.8,3.67,-6.96088790255746
13.2,8.8,3.68,-7.02225533236191
13.2,8.8,3.69,-7.07793030269212
13.2,8.8,3.7,-7.12752857154425
13.2,8.8,3.71,-7.17073195609917
13.2,8.8,3.72,-7.20729887118149
13.2,8.8,3.73,-7.23707277732091
13.2,8.8,3.74,-7.25998800476936
13.2,8.8,3.75,-7.27607256809655
13.2,8.8,3.76,-7.28544777512845
13.2,8.8,3.77,-7.2883246447935
13.2,8.8,3.78,-7.28499735818957
13.2,8.8,3.79,-7.27583415330219
13.2,8.8,3.8,-7.26126621744499
13.2,8.8,3.81,-7.24177522032706
13.2,8.8,3.82,-7.21788016026866
13.2,8.8,3.83,-7.19012416984892
13.2,8.8,3.84,-7.15906185482001
13.2,8.8,3.85,-7.12524763506272
13.2,8.8,3.86,-7.08922543366753
13.2,8.8,3.87,-7.05151993399384
13.2,8.8,3.88,-7.01262950634706
13.2,8.8,3.89,-6.97302080389223
13.2,8.8,3.9,-6.93312494622695
13.2,8.8,3.91,-6.89333515015126
13.2,8.8,3.92,-6.85400562962885
13.2,8.8,3.93,-6.81545156812
13.2,8.8,3.94,-6.77794996288129
13.2,8.8,3.95,-6.74174114870633
13.2,8.8,3.96,-6.70703082434147
13.2,8.8,3.97,-6.673992425324
13.2,8.8,3.98,-6.64276970972008
13.2,8.8,3.99,-6.61347944626114
13.2,8.8,4,-6.58621411633741
13.2,8.8,4.01,-6.56104456134021
13.2,8.8,4.02,-6.53802252447389
13.2,8.8,4.03,-6.5171830512035
13.2,8.8,4.04,-6.49854672499121
13.2,8.8,4.05,-6.48212172506413
13.2,8.8,4.06,-6.46790570089134
13.2,8.8,4.07,-6.45588746410554
13.2,8.8,4.08,-6.44604850307224
13.2,8.8,4.09,-6.43836432846159
13.2,8.8,4.1,-6.43280566026563
13.2,8.8,4.11,-6.42933946795111
13.2,8.8,4.12,-6.42792987603444
13.2,8.8,4.13,-6.42853894747269
13.2,8.8,4.14,-6.43112735701448
13.2,8.8,4.15,-6.43565496615342
13.2,8.8,4.16,-6.44208131065884
13.2,8.8,4.17,-6.45036601089026
13.2,8.8,4.18,-6.46046911428129
13.2,8.8,4.19,-6.47235137854543
13.2,8.8,4.2,-6.48597450333398
13.2,8.8,4.21,-6.50130131728703
13.2,8.8,4.22,-6.51829592667173
13.2,8.8,4.23,-6.5369238311076
13.2,8.8,4.24,-6.55715201123864
13.2,8.8,4.25,-6.57894899262878
13.2,8.8,4.26,-6.60228488962946
13.2,8.8,4.27,-6.62713143249425
13.2,8.8,4.28,-6.65346198059167
13.2,8.8,4.29,-6.68125152419156
13.2,8.8,4.3,-6.71047667696752
13.2,8.8,4.31,-6.74111566106494
13.2,8.8,4.32,-6.77314828632749
13.2,8.8,4.33,-6.80655592505003
13.2,8.8,4.34,-6.84132148343026
13.2,8.8,4.35,-6.87742937072207
13.2,8.8,4.36,-6.91486546694572
13.2,8.8,4.37,-6.95361708988405
13.2,8.8,4.38,-6.99367296198432
13.2,8.8,4.39,-7.03502317769213
13.2,8.8,4.4,-7.07765917166447
13.2,8.8,4.41,-7.12157368824068
13.2,8.8,4.42,-7.16676075249373
13.2,8.8,4.43,-7.21321564313543
13.2,8.8,4.44,-7.26093486750963
13.2,8.8,4.45,-7.30991613887408
13.2,8.8,4.46,-7.36015835614479
13.2,8.8,4.47,-7.41166158625469
13.2,8.8,4.48,-7.46442704926133
13.2,8.8,4.49,-7.51845710632542
13.2,8.8,4.5,-7.57375525067216
13.2,8.8,4.51,-7.63032610164119
13.2,8.8,4.52,-7.68817540192703
13.2,8.8,4.53,-7.74731001811124
13.2,8.8,4.54,-7.80773794458817
13.2,8.8,4.55,-7.86946831099001
13.2,8.8,4.56,-7.93251139322147
13.2,8.8,4.57,-7.99687862822195
13.2,8.8,4.58,-8.06258263258164
13.2,8.8,4.59,-8.12963722514856
13.2,8.8,4.6,-8.19805745377608
13.2,8.8,4.61,-8.26785962637425
13.2,8.8,4.62,-8.33906134644442
13.2,8.8,4.63,-8.41168155329443
13.2,8.8,4.64,-8.48574056715173
13.2,8.8,4.65,-8.56126013941356
13.2,8.8,4.66,-8.63826350829844
13.2,8.8,4.67,-8.71677546019006
13.2,8.8,4.68,-8.7968223969951
13.2,8.8,4.69,-8.8784324098695
13.2,8.8,4.7,-8.96163535970567
13.2,8.8,4.71,-9.04646296481297
13.2,8.8,4.72,-9.13294889627084
13.2,8.8,4.73,-9.22112888148359
13.2,8.8,4.74,-9.3110408165234
13.2,8.8,4.75,-9.40272488791063
13.2,8.8,4.76,-9.49622370455141
13.2,8.8,4.77,-9.59158244063153
13.2,8.8,4.78,-9.68884899035392
13.2,8.8,4.79,-9.7880741355072
13.2,8.8,4.8,-9.88931172696402
13.2,8.8,4.81,-9.99261888133499
13.2,8.8,4.82,-10.098056194146
13.2,8.8,4.83,-10.2056879710691
13.2,8.8,4.84,-10.3155824789197
13.2,8.8,4.85,-10.4278122183415
13.2,8.8,4.86,-10.5424542203381
13.2,8.8,4.87,-10.6595903690802
13.2,8.8,4.88,-10.7793077537301
13.2,8.8,4.89,-10.901699052376
13.2,8.8,4.9,-11.0268629515836
13.2,8.8,4.91,-11.1549046055392
13.2,8.8,4.92,-11.2859361393058
13.2,8.8,4.93,-11.4200772013441
13.2,8.8,4.94,-11.5574555711862
13.2,8.8,4.95,-11.6982078290024
13.2,8.8,4.96,-11.842480094804
13.2,8.8,4.97,-11.9904288461967
13.2,8.8,4.98,-12.1422218249807
13.2,8.8,4.99,-12.2980390445211
13.2,8.8,5,-12.4580739117442
13.2,8.8,5.01,-12.6225344799116
13.2,8.8,5.02,-12.7916448510635
13.2,8.8,5.03,-12.9656467503096
13.2,8.8,5.04,-13.1448012981
13.2,8.8,5.05,-13.3293910113903
13.2,8.8,5.06,-13.5197220704243
13.2,8.8,5.07,-13.7161268949457
13.2,8.8,5.08,-13.9189670823504
13.2,8.8,5.09,-14.1286367710192
13.2,8.8,5.1,-14.3455665053804
13.2,8.8,5.11,-14.570227695865
13.2,8.8,5.12,-14.8031377877761
13.2,8.8,5.13,-15.0448662794765
13.2,8.8,5.14,-15.2960417638851
13.2,8.8,5.15,-15.5573602103759
13.2,8.8,5.16,-15.8295947599235
13.2,8.8,5.17,-16.1136073790758
13.2,8.8,5.18,-16.4103628141085
13.2,8.8,5.19,-16.7209454140827
13.2,8.8,5.2,-17.0465795626973
13.2,8.8,5.21,-17.3886546915403
13.2,8.8,5.22,-17.748756167627
13.2,8.8,5.23,-18.1287037949196
13.2,8.8,5.24,-18.5306003019585
13.2,8.8,5.25,-18.9568930973784
13.2,8.8,5.26,-19.4104539065211
13.2,8.8,5.27,-19.8946828892461
13.2,8.8,5.28,-20.4136468682417
13.2,8.8,5.29,-20.972266027125
13.2,8.8,5.3,-21.5765710241142
13.2,8.8,5.31,-22.2340650099011
13.2,8.8,5.32,-22.9542465058869
13.2,8.8,5.33,-23.749387336208
13.2,8.8,5.34,-24.6357311555746
13.2,8.8,5.35,-25.635418772364
13.2,8.8,5.36,-26.7797427223355
13.2,8.8,5.37,-28.1150103867525
13.2,8.8,5.38,-29.7140086942294
13.2,8.8,5.39,-31.7010298076591
13.2,8.8,5.4,-34.3157763225274
13.2,8.8,5.41,-38.1221254079099
13.2,8.8,5.42,-45.0942754918191
13.2,8.8,5.43,-53.8711016287036
13.2,8.8,5.44,-41.1357359033986
13.2,8.8,5.45,-35.9674904193376
13.2,8.8,5.46,-32.7094074553099
13.2,8.8,5.47,-30.3203010552512
13.2,8.8,5.48,-28.4293102096764
13.2,8.8,5.49,-26.8616242091523
13.2,8.8,5.5,-25.5208972956964
13.2,8.8,5.51,-24.3483796040486
13.2,8.8,5.52,-23.3056057506379
13.2,8.8,5.53,-22.3660236144687
13.2,8.8,5.54,-21.5105395136317
13.2,8.8,5.55,-20.7249684908194
13.2,8.8,5.56,-19.9984887919955
13.2,8.8,5.57,-19.3226604719141
13.2,8.8,5.58,-18.6907777844485
13.2,8.8,5.59,-18.0974277727297
13.2,8.8,5.6,-17.5381809722158
13.2,8.8,5.61,-17.0093694461128
13.2,8.8,5.62,-16.5079241372227
13.2,8.8,5.63,-16.0312534755461
13.2,8.8,5.64,-15.5771512883428
