"Height [mm]","Radius [mm]","Freq [GHz]","dB(S(1,1)) []"
13.2,8.8,5.65,-15.1437259151104
13.2,8.8,5.66,-14.7293449268649
13.2,8.8,5.67,-14.332591503265
13.2,8.8,5.68,-13.9522296395563
13.2,8.8,5.69,-13.5871761256372
13.2,8.8,5.7,-13.2364777790626
13.2,8.8,5.71,-12.8992927974904
13.2,8.8,5.72,-12.5748753727878
13.2,8.8,5.73,-12.2625629111328
13.2,8.8,5.74,-11.9617653528505
13.2,8.8,5.75,-11.6719561973375
13.2,8.8,5.76,-11.3926649226659
13.2,8.8,5.77,-11.123470553598
13.2,8.8,5.78,-10.8639961810045
13.2,8.8,5.79,-10.6139042737974
13.2,8.8,5.8,-10.3728926541851
13.2,8.8,5.81,-10.1406910303545
13.2,8.8,5.82,-9.91705799904532
13.2,8.8,5.83,-9.70177844504917
13.2,8.8,5.84,-9.49466127625918
13.2,8.8,5.85,-9.2955374421816
13.2,8.8,5.86,-9.1042581912816
13.2,8.8,5.87,-8.92069352856513
13.2,8.8,5.88,-8.74473083970351
13.2,8.8,5.89,-8.57627365202501
13.2,8.8,5.9,-8.4152405060295
13.2,8.8,5.91,-8.26156391388299
13.2,8.8,5.92,-8.11518938375439
13.2,8.8,5.93,-7.97607449097356
13.2,8.8,5.94,-7.84418797891296
13.2,8.8,5.95,-7.71950887430238
13.2,8.8,5.96,-7.60202560344257
13.2,8.8,5.97,-7.49173509754573
13.2,8.8,5.98,-7.38864187724118
13.2,8.8,5.99,-7.29275710817819
13.2,8.8,6,-7.20409762165556
13.2,9,3,-3.01084330996282
13.2,9,3.01,-3.04219506169843
13.2,9,3.02,-3.07419209710731
13.2,9,3.03,-3.10685268957355
13.2,9,3.04,-3.14019592954576
13.2,9,3.05,-3.17424176237079
13.2,9,3.06,-3.20901102641818
13.2,9,3.07,-3.24452549122536
13.2,9,3.08,-3.28080789533467
13.2,9,3.09,-3.31788198342366
13.2,9,3.1,-3.35577254224948
13.2,9,3.11,-3.39450543483393
13.2,9,3.12,-3.43410763220662
13.2,9,3.13,-3.47460724189699
13.2,9,3.14,-3.51603353221945
13.2,9,3.15,-3.55841695122728
13.2,9,3.16,-3.60178913901656
13.2,9,3.17,-3.6461829318383
13.2,9,3.18,-3.69163235622219
13.2,9,3.19,-3.73817261102382
13.2,9,3.2,-3.78584003497692
13.2,9,3.21,-3.83467205695674
13.2,9,3.22,-3.88470712573864
13.2,9,3.23,-3.93598461556095
13.2,9,3.24,-3.98854470327236
13.2,9,3.25,-4.04242821225668
13.2,9,3.26,-4.09767641768254
13.2,9,3.27,-4.15433080692139
13.2,9,3.28,-4.21243278821882
13.2,9,3.29,-4.27202333989799
13.2,9,3.3,-4.33314259153187
13.2,9,3.31,-4.39582932766261
13.2,9,3.32,-4.46012040379812
13.2,9,3.33,-4.52605006361725
13.2,9,3.34,-4.59364914561681
13.2,9,3.35,-4.66294416690794
13.2,9,3.36,-4.73395627160351
13.2,9,3.37,-4.80670003135082
13.2,9,3.38,-4.881182086197
13.2,9,3.39,-4.95739961530698
13.2,9,3.4,-5.03533862929787
13.2,9,3.41,-5.11497207935946
13.2,9,3.42,-5.19625778318272
13.2,9,3.43,-5.27913617433032
13.2,9,3.44,-5.36352789038325
13.2,9,3.45,-5.44933122630673
13.2,9,3.46,-5.53641949327424
13.2,9,3.47,-5.62463833985538
13.2,9,3.48,-5.71380311203356
13.2,9,3.49,-5.80369635074453
13.2,9,3.5,-5.89406554993283
13.2,9,3.51,-5.9846213234496
13.2,9,3.52,-6.07503615381042
13.2,9,3.53,-6.1649439175527
13.2,9,3.54,-6.25394039760138
13.2,9,3.55,-6.34158499890721
13.2,9,3.56,-6.42740387540393
13.2,9,3.57,-6.51089464966572
13.2,9,3.58,-6.59153285763415
13.2,9,3.59,-6.6687801768142
13.2,9,3.6,-6.7420943970448
13.2,9,3.61,-6.81094097117688
13.2,9,3.62,-6.87480584557198
13.2,9,3.63,-6.93320912835705
13.2,9,3.64,-6.98571902172958
13.2,9,3.65,-7.0319653405777
13.2,9,3.66,-7.07165188058668
13.2,9,3.67,-7.10456689920734
13.2,9,3.68,-7.13059104064599
13.2,9,3.69,-7.14970217111622
13.2,9,3.7,-7.1619767829948
13.2,9,3.71,-7.16758785732213
13.2,9,3.72,-7.16679931803899
13.2,9,3.73,-7.15995744096693
13.2,9,3.74,-7.14747977066693
13.2,9,3.75,-7.12984223019409
13.2,9,3.76,-7.10756517266483
13.2,9,3.77,-7.08119911945999
13.2,9,3.78,-7.05131086637483
13.2,9,3.79,-7.018470530738
13.2,9,3.8,-6.98323997702111
13.2,9,3.81,-6.94616291322084
13.2,9,3.82,-6.90775681033148
13.2,9,3.83,-6.86850667369207
13.2,9,3.84,-6.8288605947124
13.2,9,3.85,-6.78922693724923
13.2,9,3.86,-6.74997296425238
13.2,9,3.87,-6.71142468450007
13.2,9,3.88,-6.67386769226148
13.2,9,3.89,-6.63754878005763
13.2,9,3.9,-6.60267812196174
13.2,9,3.91,-6.56943184822086
13.2,9,3.92,-6.537954858235
13.2,9,3.93,-6.50836374569372
13.2,9,3.94,-6.480749735252
13.2,9,3.95,-6.45518155344527
13.2,9,3.96,-6.43170817700594
13.2,9,3.97,-6.41036141912744
13.2,9,3.98,-6.39115832856035
13.2,9,3.99,-6.37410338792263
13.2,9,4,-6.35919050655886
13.2,9,4.01,-6.34640481003653
13.2,9,4.02,-6.33572423326853
13.2,9,4.03,-6.3271209276344
13.2,9,4.04,-6.32056249464066
13.2,9,4.05,-6.31601305987808
13.2,9,4.06,-6.3134342015271
13.2,9,4.07,-6.31278574761949
13.2,9,4.08,-6.31402645583784
13.2,9,4.09,-6.31711458894632
13.2,9,4.1,-6.32200839809187
13.2,9,4.11,-6.32866652526737
13.2,9,4.12,-6.33704833524167
13.2,9,4.13,-6.3471141862766
13.2,9,4.14,-6.35882564799405
13.2,9,4.15,-6.37214567384857
13.2,9,4.16,-6.38703873481146
13.2,9,4.17,-6.40347092009037
13.2,9,4.18,-6.42141000999375
13.2,9,4.19,-6.44082552540488
13.2,9,4.2,-6.46168875775055
13.2,9,4.21,-6.48397278283368
13.2,9,4.22,-6.50765246144158
13.2,9,4.23,-6.53270442923843
13.2,9,4.24,-6.55910707809632
13.2,9,4.25,-6.58684053070984
13.2,9,4.26,-6.61588661006959
13.2,9,4.27,-6.64622880513631
13.2,9,4.28,-6.67785223385492
13.2,9,4.29,-6.71074360447359
13.2,9,4.3,-6.7448911759834
13.2,9,4.31,-6.78028471836565
13.2,9,4.32,-6.8169154732252
13.2,9,4.33,-6.85477611529485
13.2,9,4.34,-6.89386071521773
13.2,9,4.35,-6.93416470394812
13.2,9,4.36,-6.97568483905644
13.2,9,4.37,-7.01841917317752
13.2,9,4.38,-7.06236702480393
13.2,9,4.39,-7.10752895159495
13.2,9,4.4,-7.15390672634704
13.2,9,4.41,-7.20150331575202
13.2,9,4.42,-7.25032286205411
13.2,9,4.43,-7.30037066770583
13.2,9,4.44,-7.35165318311522
13.2,9,4.45,-7.40417799757172
13.2,9,4.46,-7.45795383343684
13.2,9,4.47,-7.5129905436851
13.2,9,4.48,-7.56929911288411
13.2,9,4.49,-7.62689166170642
13.2,9,4.5,-7.68578145507247
13.2,9,4.51,-7.74598291403164
13.2,9,4.52,-7.80751163149786
13.2,9,4.53,-7.87038439196781
13.2,9,4.54,-7.93461919536203
13.2,9,4.55,-8.00023528514391
13.2,9,4.56,-8.06725318088773
13.2,9,4.57,-8.13569471548435
13.2,9,4.58,-8.20558307719357
13.2,9,4.59,-8.27694285677354
13.2,9,4.6,-8.34980009994199
13.2,9,4.61,-8.42418236545071
13.2,9,4.62,-8.50011878908398
13.2,9,4.63,-8.57764015392414
13.2,9,4.64,-8.65677896726358
13.2,9,4.65,-8.7375695445819
13.2,9,4.66,-8.82004810105136
13.2,9,4.67,-8.90425285108235
13.2,9,4.68,-8.99022411647562
13.2,9,4.69,-9.07800444380803
13.2,9,4.7,-9.16763873174693
13.2,9,4.71,-9.25917436906369
13.2,9,4.72,-9.35266138420218
13.2,9,4.73,-9.44815260735266
13.2,9,4.74,-9.54570384608975
13.2,9,4.75,-9.64537407575282
13.2,9,4.76,-9.74722564588431
13.2,9,4.77,-9.85132450419564
13.2,9,4.78,-9.95774043970458
13.2,9,4.79,-10.0665473468877
13.2,9,4.8,-10.1778235129162
13.2,9,4.81,-10.2916519303034
13.2,9,4.82,-10.4081206375838
13.2,9,4.83,-10.5273230909856
13.2,9,4.84,-10.6493585704437
13.2,9,4.85,-10.7743326237486
13.2,9,4.86,-10.9023575531432
13.2,9,4.87,-11.0335529492755
13.2,9,4.88,-11.1680462781124
13.2,9,4.89,-11.3059735272229
13.2,9,4.9,-11.447479918787
13.2,9,4.91,-11.5927206977871
13.2,9,4.92,-11.7418620051403
13.2,9,4.93,-11.8950818470579
13.2,9,4.94,-12.052571173729
13.2,9,4.95,-12.2145350825777
13.2,9,4.96,-12.3811941639004
13.2,9,4.97,-12.5527860097601
13.2,9,4.98,-12.7295669106942
13.2,9,4.99,-12.911813769239
13.2,9,5,-13.0998262646601
13.2,9,5.01,-13.2939293098403
13.2,9,5.02,-13.4944758493057
13.2,9,5.03,-13.7018500572556
13.2,9,5.04,-13.9164710066844
13.2,9,5.05,-14.1387968958999
13.2,9,5.06,-14.3693299377947
13.2,9,5.07,-14.6086220412345
13.2,9,5.08,-14.8572814443963
13.2,9,5.09,-15.1159804988404
13.2,9,5.1,-15.3854648532707
13.2,9,5.11,-15.6665643511241
13.2,9,5.12,-15.9602060415409
13.2,9,5.13,-16.2674298162808
13.2,9,5.14,-16.5894073361742
13.2,9,5.15,-16.9274651147585
13.2,9,5.16,-17.2831129057104
13.2,9,5.17,-17.6580789269313
13.2,9,5.18,-18.0543539963445
13.2,9,5.19,-18.4742474271008
13.2,9,5.2,-18.920458649079
13.2,9,5.21,-19.3961701741288
13.2,9,5.22,-19.9051700053782
13.2,9,5.23,-20.4520154084396
13.2,9,5.24,-21.0422559766199
13.2,9,5.25,-21.6827436588827
13.2,9,5.26,-22.3820736726421
13.2,9,5.27,-23.1512283129685
13.2,9,5.28,-24.0045461738192
13.2,9,5.29,-24.9612343188212
13.2,9,5.3,-26.0478293329094
13.2,9,5.31,-27.3024099891925
13.2,9,5.32,-28.7822597326215
13.2,9,5.33,-30.5788537510672
13.2,9,5.34,-32.8496522753745
13.2,9,5.35,-35.8891156269744
13.2,9,5.36,-40.2255767725545
13.2,9,5.37,-44.7065519538924
13.2,9,5.38,-41.0999571195688
13.2,9,5.39,-36.3905155815741
13.2,9,5.4,-33.0715513426394
13.2,9,5.41,-30.5991866594516
13.2,9,5.42,-28.6415980089664
13.2,9,5.43,-27.023465248229
13.2,9,5.44,-25.6445048088749
13.2,9,5.45,-24.4427230599559
13.2,9,5.46,-23.3773381853742
13.2,9,5.47,-22.4201735799304
13.2,9,5.48,-21.5509839425468
13.2,9,5.49,-20.7547525091507
13.2,9,5.5,-20.0200444211558
13.2,9,5.51,-19.3379588368143
13.2,9,5.52,-18.701437081618
13.2,9,5.53,-18.1047913023854
13.2,9,5.54,-17.5433745411616
13.2,9,5.55,-17.0133442989466
13.2,9,5.56,-16.5114895635287
13.2,9,5.57,-16.0351019373656
13.2,9,5.58,-15.5818780523047
13.2,9,5.59,-15.1498445964477
13.2,9,5.6,-14.7372999587325
13.2,9,5.61,-14.3427682717787
13.2,9,5.62,-13.9649628329118
13.2,9,5.63,-13.6027567086252
13.2,9,5.64,-13.2551589052041
13.2,9,5.65,-12.9212948984561
13.2,9,5.66,-12.6003906109671
13.2,9,5.67,-12.2917591408619
13.2,9,5.68,-11.9947897051531
13.2,9,5.69,-11.7089383794691
13.2,9,5.7,-11.4337203053851
13.2,9,5.71,-11.1687031045718
13.2,9,5.72,-10.9135012910937
13.2,9,5.73,-10.6677715134201
13.2,9,5.74,-10.4312084889846
13.2,9,5.75,-10.2035415185725
13.2,9,5.76,-9.98453148702293
13.2,9,5.77,-9.7739682718832
13.2,9,5.78,-9.5716684936615
13.2,9,5.79,-9.377473550868
13.2,9,5.8,-9.19124789065112
13.2,9,5.81,-9.01287747194477
13.2,9,5.82,-8.84226838297331
13.2,9,5.83,-8.67934557898381
13.2,9,5.84,-8.52405170941228
13.2,9,5.85,-8.37634600652485
13.2,9,5.86,-8.23620321006853
13.2,9,5.87,-8.10361250475304
13.2,9,5.88,-7.97857644958855
13.2,9,5.89,-7.86110988032729
13.2,9,5.9,-7.75123876859342
13.2,9,5.91,-7.64899902380808
13.2,9,5.92,-7.55443522678961
13.2,9,5.93,-7.46759928696825
13.2,9,5.94,-7.38854901852371
13.2,9,5.95,-7.31734663442305
13.2,9,5.96,-7.25405716127352
13.2,9,5.97,-7.1987467820451
13.2,9,5.98,-7.15148111796608
13.2,9,5.99,-7.1123234651279
13.2,9,6,-7.08133300540145
13.2,9.2,3,-3.2222712145521
13.2,9.2,3.01,-3.25915202418744
13.2,9.2,3.02,-3.29684638282486
13.2,9.2,3.03,-3.33537766477347
13.2,9.2,3.04,-3.37477025513823
13.2,9.2,3.05,-3.41504959518966
13.2,9.2,3.06,-3.45624222697137
13.2,9.2,3.07,-3.49837583653406
13.2,9.2,3.08,-3.5414792950598
13.2,9.2,3.09,-3.58558269699495
13.2,9.2,3.1,-3.6307173941408
13.2,9.2,3.11,-3.67691602445374
13.2,9.2,3.12,-3.72421253407914
13.2,9.2,3.13,-3.77264219087897
13.2,9.2,3.14,-3.82224158740939
13.2,9.2,3.15,-3.87304863095504
13.2,9.2,3.16,-3.92510251782624
13.2,9.2,3.17,-3.9784436886685
13.2,9.2,3.18,-4.03311376101415
13.2,9.2,3.19,-4.0891554347176
13.2,9.2,3.2,-4.14661236525465
13.2,9.2,3.21,-4.20552899912502
13.2,9.2,3.22,-4.26595036477597
13.2,9.2,3.23,-4.32792181155909
13.2,9.2,3.24,-4.39148868824611
13.2,9.2,3.25,-4.4566959515693
13.2,9.2,3.26,-4.52358769412911
13.2,9.2,3.27,-4.59220657984963
13.2,9.2,3.28,-4.66259317399208
13.2,9.2,3.29,-4.73478515360698
13.2,9.2,3.3,-4.8088163832816
13.2,9.2,3.31,-4.88471584021303
13.2,9.2,3.32,-4.96250637212626
13.2,9.2,3.33,-5.04220327151879
13.2,9.2,3.34,-5.1238126503439
13.2,9.2,3.35,-5.20732960079222
13.2,9.2,3.36,-5.29273613059432
13.2,9.2,3.37,-5.37999886560433
13.2,9.2,3.38,-5.46906651874719
13.2,9.2,3.39,-5.55986713318103
13.2,9.2,3.4,-5.65230511922837
13.2,9.2,3.41,-5.74625811974757
13.2,9.2,3.42,-5.84157375757147
13.2,9.2,3.43,-5.93806634171697
13.2,9.2,3.44,-6.03551363630091
13.2,9.2,3.45,-6.13365382712837
13.2,9.2,3.46,-6.23218285482688
13.2,9.2,3.47,-6.33075231850832
13.2,9.2,3.48,-6.42896818762317
13.2,9.2,3.49,-6.52639058820998
13.2,9.2,3.5,-6.62253494826931
13.2,9.2,3.51,-6.71687478961773
13.2,9.2,3.52,-6.80884643377616
13.2,9.2,3.53,-6.89785584076974
13.2,9.2,3.54,-6.98328771688911
13.2,9.2,3.55,-7.0645169078092
13.2,9.2,3.56,-7.14092193851173
13.2,9.2,3.57,-7.21190037841985
13.2,9.2,3.58,-7.27688551282492
13.2,9.2,3.59,-7.33536361030046
13.2,9.2,3.6,-7.38689091537955
13.2,9.2,3.61,-7.43110939286768
13.2,9.2,3.62,-7.46776022822027
13.2,9.2,3.63,-7.49669416264772
13.2,9.2,3.64,-7.51787791456654
13.2,9.2,3.65,-7.53139619818386
13.2,9.2,3.66,-7.53744916846657
13.2,9.2,3.67,-7.53634546209459
13.2,9.2,3.68,-7.52849132478644
13.2,9.2,3.69,-7.5143765786074
13.2,9.2,3.7,-7.49455836058531
13.2,9.2,3.71,-7.46964364248505
13.2,9.2,3.72,-7.44027152245219
13.2,9.2,3.73,-7.40709617699615
13.2,9.2,3.74,-7.37077119972865
13.2,9.2,3.75,-7.33193585823418
13.2,9.2,3.76,-7.29120359806794
13.2,9.2,3.77,-7.24915293414731
13.2,9.2,3.78,-7.20632070927465
13.2,9.2,3.79,-7.16319757502075
13.2,9.2,3.8,-7.12022546364099
13.2,9.2,3.81,-7.0777967686008
13.2,9.2,3.82,-7.03625493037208
13.2,9.2,3.83,-6.99589612683337
13.2,9.2,3.84,-6.9569717871065
13.2,9.2,3.85,-6.91969167783821
13.2,9.2,3.86,-6.8842273466617
13.2,9.2,3.87,-6.85071574490308
13.2,9.2,3.88,-6.81926288772348
13.2,9.2,3.89,-6.78994744299856
13.2,9.2,3.9,-6.76282416932438
13.2,9.2,3.91,-6.73792714819752
13.2,9.2,3.92,-6.71527277566546
13.2,9.2,3.93,-6.69486249487038
13.2,9.2,3.94,-6.67668526335956
13.2,9.2,3.95,-6.66071975832205
13.2,9.2,3.96,-6.64693632955613
13.2,9.2,3.97,-6.6352987144722
13.2,9.2,3.98,-6.62576553223606
13.2,9.2,3.99,-6.61829157564694
13.2,9.2,4,-6.61282891984958
13.2,9.2,4.01,-6.60932786676841
13.2,9.2,4.02,-6.60773774344102
13.2,9.2,4.03,-6.60800757138619
13.2,9.2,4.04,-6.61008662290038
13.2,9.2,4.05,-6.61392487883331
13.2,9.2,4.06,-6.61947340102005
13.2,9.2,4.07,-6.6266846311958
13.2,9.2,4.08,-6.63551262692378
13.2,9.2,4.09,-6.64591324385022
13.2,9.2,4.1,-6.65784427247525
13.2,9.2,4.11,-6.67126553660144
13.2,9.2,4.12,-6.68613895969287
13.2,9.2,4.13,-6.70242860454635
13.2,9.2,4.14,-6.72010069093613
13.2,9.2,4.15,-6.73912359523987
13.2,9.2,4.16,-6.75946783547865
13.2,9.2,4.17,-6.78110604470178
13.2,9.2,4.18,-6.80401293520876
13.2,9.2,4.19,-6.82816525572221
13.2,9.2,4.2,-6.85354174329703
13.2,9.2,4.21,-6.88012307146945
13.2,9.2,4.22,-6.90789179590743
13.2,9.2,4.23,-6.93683229861694
13.2,9.2,4.24,-6.96693073158268
13.2,9.2,4.25,-6.99817496057193
13.2,9.2,4.26,-7.03055450970399
13.2,9.2,4.27,-7.06406050728096
13.2,9.2,4.28,-7.09868563328632
13.2,9.2,4.29,-7.13442406888342
13.2,9.2,4.3,-7.17127144818384
13.2,9.2,4.31,-7.20922481250503
13.2,9.2,4.32,-7.24828256729494
13.2,9.2,4.33,-7.28844444186758
13.2,9.2,4.34,-7.3297114520672
13.2,9.2,4.35,-7.37208586595704
13.2,9.2,4.36,-7.41557117261349
13.2,9.2,4.37,-7.4601720540941
13.2,9.2,4.38,-7.50589436064012
13.2,9.2,4.39,-7.5527450891691
13.2,9.2,4.4,-7.60073236511083
13.2,9.2,4.41,-7.6498654276399
13.2,9.2,4.42,-7.70015461836012
13.2,9.2,4.43,-7.75161137349988
13.2,9.2,4.44,-7.80424821968287
13.2,9.2,4.45,-7.85807877334546
13.2,9.2,4.46,-7.91311774388022
13.2,9.2,4.47,-7.96938094059433
13.2,9.2,4.48,-8.02688528358244
13.2,9.2,4.49,-8.08564881862543
13.2,9.2,4.5,-8.14569073623935
13.2,9.2,4.51,-8.20703139501366
13.2,9.2,4.52,-8.26969234939298
13.2,9.2,4.53,-8.33369638207452
13.2,9.2,4.54,-8.39906754121141
13.2,9.2,4.55,-8.46583118263305
13.2,9.2,4.56,-8.53401401731595
13.2,9.2,4.57,-8.60364416436293
13.2,9.2,4.58,-8.67475120977571
13.2,9.2,4.59,-8.74736627133517
13.2,9.2,4.6,-8.8215220699365
13.2,9.2,4.61,-8.89725300776225
13.2,9.2,4.62,-8.97459525371587
13.2,9.2,4.63,-9.05358683658292
13.2,9.2,4.64,-9.13426774643534
13.2,9.2,4.65,-9.21668004484922
13.2,9.2,4.66,-9.30086798456673
13.2,9.2,4.67,-9.38687813930091
13.2,9.2,4.68,-9.47475954445746
13.2,9.2,4.69,-9.56456384963287
13.2,9.2,4.7,-9.65634548384352
13.2,9.2,4.71,-9.7501618345474
13.2,9.2,4.72,-9.84607344164162
13.2,9.2,4.73,-9.94414420775442
13.2,9.2,4.74,-10.044441626306
13.2,9.2,4.75,-10.1470370289865
13.2,9.2,4.76,-10.2520058544992
13.2,9.2,4.77,-10.3594279406427
13.2,9.2,4.78,-10.4693878420645
13.2,9.2,4.79,-10.5819751763134
13.2,9.2,4.8,-10.6972850011558
13.2,9.2,4.81,-10.8154182265109
13.2,9.2,4.82,-10.9364820648049
13.2,9.2,4.83,-11.0605905240612
13.2,9.2,4.84,-11.1878649486424
13.2,9.2,4.85,-11.3184346132482
13.2,9.2,4.86,-11.4524373765862
13.2,9.2,4.87,-11.590020402066
13.2,9.2,4.88,-11.7313409539741
13.2,9.2,4.89,-11.8765672788769
13.2,9.2,4.9,-12.0258795835231
13.2,9.2,4.91,-12.1794711223175
13.2,9.2,4.92,-12.3375494095735
13.2,9.2,4.93,-12.5003375742964
13.2,9.2,4.94,-12.668075878287
13.2,9.2,4.95,-12.8410234220048
13.2,9.2,4.96,-13.0194600670269
13.2,9.2,4.97,-13.2036886092596
13.2,9.2,4.98,-13.3940372435325
13.2,9.2,4.99,-13.5908623681138
13.2,9.2,5,-13.7945517873999
13.2,9.2,5.01,-14.0055283830235
13.2,9.2,5.02,-14.224254338523
13.2,9.2,5.03,-14.4512360213113
13.2,9.2,5.04,-14.6870296490692
13.2,9.2,5.05,-14.932247897264
13.2,9.2,5.06,-15.1875676421783
13.2,9.2,5.07,-15.4537390821974
13.2,9.2,5.08,-15.7315965426546
13.2,9.2,5.09,-16.0220713511148
13.2,9.2,5.1,-16.3262072773128
13.2,9.2,5.11,-16.6451791745179
13.2,9.2,5.12,-16.9803156503272
13.2,9.2,5.13,-17.3331268541735
13.2,9.2,5.14,-17.7053388244126
13.2,9.2,5.15,-18.0989363314932
13.2,9.2,5.16,-18.5162168480015
13.2,9.2,5.17,-18.9598592666337
13.2,9.2,5.18,-19.433012420772
13.2,9.2,5.19,-19.9394105710887
13.2,9.2,5.2,-20.4835261760346
13.2,9.2,5.21,-21.0707750664357
13.2,9.2,5.22,-21.7077965882509
13.2,9.2,5.23,-22.4028430198151
13.2,9.2,5.24,-23.1663313783169
13.2,9.2,5.25,-24.01164113224
13.2,9.2,5.26,-24.9562901440339
13.2,9.2,5.27,-26.0236956361484
13.2,9.2,5.28,-27.2458188334816
13.2,9.2,5.29,-28.6669874934933
13.2,9.2,5.3,-30.3483890418284
13.2,9.2,5.31,-32.3671527578947
13.2,9.2,5.32,-34.770869359107
13.2,9.2,5.33,-37.2810456248956
13.2,9.2,5.34,-38.4078296287607
13.2,9.2,5.35,-36.8059766543415
13.2,9.2,5.36,-34.1611547729023
13.2,9.2,5.37,-31.7219788925801
13.2,9.2,5.38,-29.6685312243327
13.2,9.2,5.39,-27.9399312714413
13.2,9.2,5.4,-26.4608050538497
13.2,9.2,5.41,-25.1730187449775
13.2,9.2,5.42,-24.0346333751907
13.2,9.2,5.43,-23.0153758452482
13.2,9.2,5.44,-22.0930144605748
13.2,9.2,5.45,-21.2508803923467
13.2,9.2,5.46,-20.4762192090068
13.2,9.2,5.47,-19.7590878317584
13.2,9.2,5.48,-19.0916040172517
13.2,9.2,5.49,-18.4674255260951
13.2,9.2,5.5,-17.8813814225101
13.2,9.2,5.51,-17.3292060763558
13.2,9.2,5.52,-16.8073438523465
13.2,9.2,5.53,-16.3128033667171
13.2,9.2,5.54,-15.8430471176145
13.2,9.2,5.55,-15.3959067767971
13.2,9.2,5.56,-14.9695173822572
13.2,9.2,5.57,-14.5622656502653
13.2,9.2,5.58,-14.1727489741592
13.2,9.2,5.59,-13.7997426110944
13.2,9.2,5.6,-13.4421732141477
13.2,9.2,5.61,-13.0990973345454
13.2,9.2,5.62,-12.7696838559453
13.2,9.2,5.63,-12.4531995687694
13.2,9.2,5.64,-12.1489972741011
13.2,9.2,5.65,-11.8565059418605
13.2,9.2,5.66,-11.5752225495239
13.2,9.2,5.67,-11.3047053044959
13.2,9.2,5.68,-11.0445680117136
13.2,9.2,5.69,-10.7944753927391
13.2,9.2,5.7,-10.5541391967839
13.2,9.2,5.71,-10.3233149702495
13.2,9.2,5.72,-10.1017993712634
13.2,9.2,5.73,-9.88942793068738
13.2,9.2,5.74,-9.68607317223077
13.2,9.2,5.75,-9.49164301239987
13.2,9.2,5.76,-9.30607936673384
13.2,9.2,5.77,-9.12935689265458
13.2,9.2,5.78,-8.96148180178845
13.2,9.2,5.79,-8.80249067626054
13.2,9.2,5.8,-8.65244922466884
13.2,9.2,5.81,-8.51145091467777
13.2,9.2,5.82,-8.37961542090883
13.2,9.2,5.83,-8.25708682954638
13.2,9.2,5.84,-8.14403154532335
13.2,9.2,5.85,-8.04063585279619
13.2,9.2,5.86,-7.94710309250516
13.2,9.2,5.87,-7.86365042409662
13.2,9.2,5.88,-7.79050516296683
13.2,9.2,5.89,-7.72790069447389
13.2,9.2,5.9,-7.67607198999408
13.2,9.2,5.91,-7.63525077149601
13.2,9.2,5.92,-7.60566039495708
13.2,9.2,5.93,-7.58751054659949
13.2,9.2,5.94,-7.58099186804075
13.2,9.2,5.95,-7.58627064530148
13.2,9.2,5.96,-7.60348371041354
13.2,9.2,5.97,-7.63273371147228
13.2,9.2,5.98,-7.67408490606624
13.2,9.2,5.99,-7.7275596233095
13.2,9.2,6,-7.79313552109858
13.2,9.4,3,-3.04453721627089
13.2,9.4,3.01,-3.07828455899676
13.2,9.4,3.02,-3.1128334468002
13.2,9.4,3.03,-3.14820939703384
13.2,9.4,3.04,-3.18443918108704
13.2,9.4,3.05,-3.22155084872991
13.2,9.4,3.06,-3.25957374603628
13.2,9.4,3.07,-3.29853852525113
13.2,9.4,3.08,-3.33847714467942
13.2,9.4,3.09,-3.37942285633991
13.2,9.4,3.1,-3.42141017874763
13.2,9.4,3.11,-3.46447485175384
13.2,9.4,3.12,-3.50865376987954
13.2,9.4,3.13,-3.5539848900219
13.2,9.4,3.14,-3.60050710878851
13.2,9.4,3.15,-3.64826010401824
13.2,9.4,3.16,-3.69728413427918
13.2,9.4,3.17,-3.74761978929349
13.2,9.4,3.18,-3.79930768333248
13.2,9.4,3.19,-3.85238808266107
13.2,9.4,3.2,-3.90690045710812
13.2,9.4,3.21,-3.96288294482339
13.2,9.4,3.22,-4.0203717182925
13.2,9.4,3.23,-4.07940023877365
13.2,9.4,3.24,-4.13999838556804
13.2,9.4,3.25,-4.20219144603961
13.2,9.4,3.26,-4.26599895218846
13.2,9.4,3.27,-4.33143335001863
13.2,9.4,3.28,-4.39849848913087
13.2,9.4,3.29,-4.46718792216032
13.2,9.4,3.3,-4.53748300716388
13.2,9.4,3.31,-4.60935081117855
13.2,9.4,3.32,-4.68274182029631
13.2,9.4,3.33,-4.75758747112731
13.2,9.4,3.34,-4.83379753083759
13.2,9.4,3.35,-4.91125736838445
13.2,9.4,3.36,-4.98982517834889
13.2,9.4,3.37,-5.06932924089142
13.2,9.4,3.38,-5.14956532653277
13.2,9.4,3.39,-5.23029438192983
13.2,9.4,3.4,-5.31124066123128
13.2,9.4,3.41,-5.39209049487099
13.2,9.4,3.42,-5.47249191086437
13.2,9.4,3.43,-5.55205533901551
13.2,9.4,3.44,-5.6303556313628
13.2,9.4,3.45,-5.70693561766014
13.2,9.4,3.46,-5.78131137776156
13.2,9.4,3.47,-5.85297934938924
13.2,9.4,3.48,-5.92142529779703
13.2,9.4,3.49,-5.98613505428132
13.2,9.4,3.5,-6.04660678851638
13.2,9.4,3.51,-6.10236442535415
13.2,9.4,3.52,-6.15297166489521
13.2,9.4,3.53,-6.19804593389543
13.2,9.4,3.54,-6.23727150696958
13.2,9.4,3.55,-6.27041100585734
13.2,9.4,3.56,-6.29731452700478
